,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,86.0,52.0,205.0,183.0,513.0,84.0,106.0,0.0,59.0,183.0,0.0,127.0,161.0,0.0
columba.csv,2.0,3.0,16.0,1.0,5.0,0.0,30.0,0.0,9.0,7.0,0.0,11.0,4.0,19.0
encog-cs.csv,7.0,1.0,16.0,0.0,2.0,6.0,21.0,1.0,30.0,48.0,4.0,15.0,0.0,33.0
fido.csv,86.0,52.0,205.0,183.0,513.0,84.0,0.0,0.0,59.0,183.0,323.0,127.0,0.0,56.0
flexpay.csv,2.0,3.0,205.0,6.0,0.0,5.0,106.0,0.0,59.0,0.0,4.0,9.0,1.0,56.0
fluent-nhibernate.csv,1.0,52.0,0.0,0.0,0.0,84.0,106.0,0.0,59.0,0.0,0.0,127.0,0.0,56.0
geochat.csv,6.0,3.0,10.0,3.0,0.0,9.0,106.0,1.0,5.0,34.0,4.0,0.0,0.0,18.0
gpsmid.csv,0.0,5.0,36.0,17.0,9.0,9.0,21.0,0.0,8.0,8.0,0.0,0.0,3.0,56.0
k3d.csv,1.0,52.0,0.0,183.0,3.0,1.0,106.0,0.0,59.0,8.0,0.0,127.0,4.0,56.0
m-a-d-n-e-s-s.csv,0.0,0.0,1.0,22.0,4.0,0.0,106.0,0.0,15.0,20.0,5.0,0.0,3.0,15.0
mob-sen-plat.csv,1.0,0.0,31.0,2.0,2.0,5.0,13.0,0.0,25.0,17.0,6.0,8.0,0.0,56.0
ninject.csv,0.0,4.0,4.0,2.0,50.0,8.0,67.0,0.0,0.0,20.0,4.0,1.0,0.0,5.0
uface.csv,1.0,6.0,0.0,2.0,2.0,4.0,14.0,0.0,19.0,38.0,2.0,6.0,0.0,16.0
v8.csv,7.0,5.0,65.0,16.0,2.0,4.0,21.0,0.0,33.0,51.0,4.0,16.0,0.0,16.0
