,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1.0
columba.csv,0.7,0.61,0.67,0.43,0.53,0.65,0.28,0.6,0.45,0.76,0.93,0.33,0.51,0.43
encog-cs.csv,0.51,0.65,0.36,0.98,0.48,0.4,0.25,0.24,0.55,0.54,0.44,0.41,0.16,0.39
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
flexpay.csv,0.21,0.28,0.0,0.06,0.88,0.1,0.0,0.1,0.0,0.4,0.37,0.2,0.17,0.0
fluent-nhibernate.csv,0.28,0.0,0.04,0.06,0.13,0.0,0.0,0.05,0.0,0.95,0.04,0.0,0.13,0.0
geochat.csv,0.35,0.55,0.52,0.52,0.24,0.64,0.0,0.54,0.63,0.42,0.29,0.94,0.52,0.68
gpsmid.csv,0.97,0.37,0.66,0.43,0.53,0.54,0.52,0.61,0.45,0.78,0.46,0.67,0.57,0.0
k3d.csv,0.02,0.0,0.98,0.0,0.07,0.1,0.0,0.1,0.0,0.21,0.06,0.0,0.1,0.0
m-a-d-n-e-s-s.csv,0.22,0.07,0.31,0.43,0.18,1.0,0.0,0.28,0.23,0.45,0.18,0.16,0.21,0.44
mob-sen-plat.csv,0.42,0.95,0.6,0.4,0.53,0.35,0.67,0.43,0.23,0.44,0.44,0.48,0.68,0.0
ninject.csv,0.24,0.07,0.24,0.33,0.3,0.28,0.25,0.18,1.0,0.72,0.41,0.12,0.33,0.76
uface.csv,0.69,0.0,0.24,0.59,0.55,0.27,0.54,0.47,0.62,0.6,0.56,0.45,1.0,0.67
v8.csv,0.5,0.21,0.35,0.0,0.29,0.5,0.38,0.98,0.09,0.0,0.17,0.31,0.09,0.47
