,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1.0
columba.csv,0.71,0.61,0.7,0.39,0.51,0.76,0.25,0.62,0.4,0.76,0.92,0.3,0.47,0.4
encog-cs.csv,0.63,0.61,0.33,0.97,0.67,0.36,0.75,0.2,0.8,0.94,0.87,0.4,0.73,0.4
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
flexpay.csv,0.18,0.24,0.0,0.05,0.85,0.08,0.0,0.08,0.0,0.35,0.67,0.17,0.14,0.0
fluent-nhibernate.csv,0.24,0.0,0.03,0.05,0.11,0.0,0.0,0.04,0.0,0.94,0.03,0.0,0.11,0.0
geochat.csv,0.35,0.55,0.5,0.5,0.21,0.68,0.0,0.6,0.6,0.41,0.86,0.93,0.54,0.8
gpsmid.csv,0.96,0.33,0.87,0.41,0.51,0.52,0.5,0.56,0.4,0.82,0.41,0.8,0.53,0.0
k3d.csv,0.02,0.0,0.97,0.0,0.06,0.08,0.0,0.08,0.0,0.18,0.05,0.0,0.08,0.0
m-a-d-n-e-s-s.csv,0.18,0.06,0.27,0.44,0.15,1.0,0.0,0.24,0.2,0.41,0.15,0.13,0.18,0.4
mob-sen-plat.csv,0.41,0.94,0.63,0.38,0.56,0.32,0.75,0.39,0.2,0.41,0.41,0.47,0.69,0.0
ninject.csv,0.2,0.06,0.2,0.29,0.26,0.24,0.25,0.15,1.0,0.71,0.64,0.1,0.55,0.8
uface.csv,0.88,0.97,0.93,0.61,0.78,0.96,1.0,0.98,1.0,0.82,0.92,1.0,1.0,1.0
v8.csv,0.88,0.97,0.97,0.98,0.89,0.92,1.0,1.0,1.0,0.94,0.96,0.83,0.96,1.0
