,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
columba.csv,0.32,0.4,0.44,0.2,0.35,0.58,0.45,0.46,0.16,0.25,0.0,0.43,0.19,0.38
encog-cs.csv,0.71,0.15,0.38,0.0,0.78,0.28,0.93,0.15,0.76,0.8,0.85,0.57,0.96,0.65
fido.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.08,0.3,0.04,0.08,0.0,0.1,0.69,0.0,0.09,0.06,0.87,0.19,0.06,0.06
fluent-nhibernate.csv,0.05,0.0,0.01,0.0,0.03,0.15,0.01,0.08,0.02,0.0,0.0,0.07,0.02,0.0
geochat.csv,0.63,0.45,0.35,0.35,0.32,0.47,0.79,0.62,0.2,0.56,0.92,0.0,0.54,0.58
gpsmid.csv,0.0,0.35,0.66,0.47,0.37,0.33,0.37,0.08,0.15,0.34,0.14,0.59,0.19,0.58
k3d.csv,0.03,0.25,0.0,0.0,0.04,0.02,0.06,0.15,0.02,0.11,0.01,0.01,0.13,0.0
m-a-d-n-e-s-s.csv,0.0,0.05,0.14,0.59,0.11,0.0,0.18,0.15,0.27,0.28,0.07,0.05,0.11,0.31
mob-sen-plat.csv,0.55,0.0,0.48,0.52,0.56,0.37,0.53,0.23,0.45,0.4,0.4,0.45,0.35,0.25
ninject.csv,0.03,0.2,0.14,0.13,0.28,0.25,0.77,0.31,0.0,0.22,0.83,0.06,0.87,0.37
uface.csv,0.63,1.0,0.94,0.47,0.75,0.93,0.81,0.85,0.75,0.71,0.78,0.86,0.0,0.71
v8.csv,0.82,0.95,0.9,1.0,0.92,0.82,0.89,0.08,0.98,1.0,0.96,0.91,0.98,0.85
