,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.28,0.3,0.33,0.57,0.27,0.63,0.09,0.35,1.0
carabiner.csv,0.33,0.39,0.42,0.55,0.31,0.85,0.09,0.56,0.96
dvt.csv,0.35,0.49,0.5,0.86,0.23,0.25,0.13,0.42,0.95
flylinkdc.csv,0.53,0.29,0.29,0.51,0.33,0.74,0.15,0.28,0.89
jsr308-langtools.csv,0.33,0.29,0.29,0.6,0.34,0.93,0.07,0.31,0.98
rtb-team.csv,0.55,0.42,0.71,0.44,1.0,0.0,0.0,0.19,0.86
stemkit.csv,0.26,0.23,0.67,0.5,0.23,0.93,0.21,0.2,0.91
unimrcp.csv,0.41,0.28,0.44,0.61,0.47,0.9,0.09,0.22,0.93
utgb.csv,0.37,0.33,0.62,0.75,0.48,0.89,0.14,0.37,1.0
