,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.98,0.98,0.84,0.81,1.0,0.85,0.89,0.77,0.09
carabiner.csv,0.63,0.56,0.49,0.72,0.66,0.64,0.68,0.4,0.66
dvt.csv,0.58,0.42,0.74,0.83,0.85,0.98,0.57,0.78,0.63
flylinkdc.csv,0.39,0.93,1.0,0.87,0.59,0.47,0.68,0.94,1.13
jsr308-langtools.csv,0.95,0.77,0.88,0.66,0.69,0.12,0.99,0.96,0.29
rtb-team.csv,0.68,0.82,0.24,0.84,0.96,1.0,1.0,0.88,1.19
stemkit.csv,0.76,0.87,0.61,0.75,0.78,0.54,0.31,0.87,0.85
unimrcp.csv,0.53,0.86,0.59,0.58,0.43,0.41,0.73,0.89,0.86
utgb.csv,0.69,0.79,0.67,0.37,0.39,0.74,0.69,0.72,0.67
