,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,83.0,74.0,0.0,69.0,71.0,117.0,52.0
foursquared.csv,6.0,3.0,3.0,0.0,2.0,117.0,0.0
ifmo-game-1.csv,0.0,74.0,70.0,5.0,2.0,117.0,52.0
jmule.csv,4.0,4.0,11.0,6.0,0.0,44.0,0.0
micomt.csv,14.0,14.0,7.0,2.0,0.0,117.0,2.0
voms.csv,1.0,0.0,70.0,0.0,3.0,117.0,52.0
