,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.58,0.66,0.46,0.0,0.51,0.58,0.07,0.6,0.0,0.38,0.4,0.41,0.71
bibletime.csv,0.53,0.64,0.63,0.69,0.59,0.63,0.62,0.52,0.62,0.68,0.63,0.46,0.69
boost.csv,0.77,0.58,0.63,0.74,0.48,0.56,0.68,0.69,0.58,0.69,0.63,0.56,0.69
codepurge.csv,0.51,0.48,0.35,0.69,0.29,0.59,0.28,0.2,0.62,0.43,0.38,0.65,0.26
etics.csv,0.9,0.44,0.6,0.7,0.18,0.65,0.54,0.32,0.59,0.7,0.26,0.33,0.65
gusanos.csv,0.69,0.5,0.46,0.65,0.4,0.65,0.69,0.58,0.77,0.58,0.65,0.54,0.69
kvs.csv,0.56,0.45,0.16,0.24,0.72,0.4,0.07,0.47,0.37,0.47,0.6,0.0,0.2
mcore3d.csv,0.18,0.39,0.67,0.59,0.59,0.54,0.54,0.15,0.42,0.62,0.61,0.42,0.48
modellus.csv,0.51,0.39,0.57,0.71,0.12,0.58,0.78,0.6,0.64,0.35,0.49,0.58,0.69
monetdb.csv,0.1,0.37,0.54,0.3,0.0,0.71,0.56,0.34,0.42,0.55,0.51,0.53,0.06
projecteqemu.csv,0.69,0.42,0.44,0.71,0.12,0.63,0.41,0.4,0.5,0.71,0.38,0.29,0.64
pydev.csv,0.7,0.38,0.24,0.38,0.62,0.58,0.17,0.23,0.21,0.58,0.74,0.38,0.57
xbplayer.csv,0.43,0.63,0.44,0.72,0.29,0.59,0.5,0.7,0.47,0.59,0.64,0.6,0.56
