,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.93,0.92,0.74,0.82,0.92,0.9,0.89,0.8,0.8,0.0
flylegacy.csv,0.47,0.62,0.4,0.55,0.5,0.46,0.39,0.35,0.41,0.6
jguard.csv,0.39,0.77,0.43,0.4,0.38,0.6,0.38,0.3,0.4,0.53
m-a-d-n-e-s-s.csv,0.88,0.0,0.75,0.98,0.86,0.8,0.0,0.8,0.54,0.5
mob-sen-plat.csv,0.41,0.35,0.37,0.6,0.43,0.49,0.38,0.5,0.49,0.46
raygina.csv,0.48,0.0,0.65,0.59,0.94,0.6,0.78,0.73,0.71,0.39
st-filteredstatistics.csv,0.36,0.52,0.33,0.33,0.3,0.48,0.39,0.32,0.38,0.47
upp-mirror.csv,0.6,0.8,0.33,0.45,0.39,0.5,0.62,0.71,0.44,0.82
wishmaster.csv,0.71,0.8,0.45,0.51,0.32,0.43,0.47,0.83,0.57,0.45
yarp.csv,0.92,0.0,0.56,0.99,0.5,0.55,0.87,0.8,0.89,0.54
