,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.66,0.39,0.31,0.32,0.53,0.54,0.38,0.49
forester-atv.csv,0.89,0.95,0.28,0.5,0.95,0.88,0.95,0.77
google-collections.csv,0.43,0.36,0.28,0.36,0.46,0.46,0.35,0.41
jsecurity.csv,0.86,0.88,0.93,0.34,0.67,0.48,0.81,0.56
opensim4opencog.csv,0.46,0.5,0.92,0.3,0.44,0.42,0.41,0.53
paintown.csv,0.43,0.42,0.27,0.4,0.47,0.47,0.36,0.46
smbopensoft.csv,0.54,0.44,0.4,0.33,0.5,0.74,0.45,0.56
thout.csv,0.55,0.38,0.34,0.85,0.54,0.56,0.4,0.41
