,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.43,0.99,0.66,0.66,0.47,0.33,0.92,0.2
forester-atv.csv,0.13,0.36,0.66,0.63,0.16,0.17,0.32,0.15
google-collections.csv,0.66,0.9,0.63,0.53,0.37,0.32,0.93,0.22
jsecurity.csv,0.35,0.18,0.25,0.53,0.3,0.51,0.34,0.21
opensim4opencog.csv,0.61,0.49,0.16,0.48,0.38,0.38,0.58,0.32
paintown.csv,0.73,0.95,0.65,0.51,0.38,0.31,0.92,0.29
smbopensoft.csv,0.5,0.84,0.78,0.6,0.34,0.33,0.77,0.18
thout.csv,0.49,0.93,0.66,0.26,0.5,0.36,0.89,0.22
