,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.0,0.14,0.67,0.25,0.2,0.5,0.48
fw4spl.csv,0.48,0.22,0.27,0.34,0.13,0.32,0.04
kftpgrabber.csv,0.43,0.15,0.33,0.33,0.07,0.72,0.54
kolmafia.csv,0.64,0.12,0.63,0.26,0.19,0.55,0.74
lazarus-ccr.csv,0.78,0.04,0.51,0.15,0.15,0.31,0.62
mia.csv,0.49,0.13,0.57,0.15,0.29,0.16,0.54
plee-the-bear.csv,0.35,0.28,0.47,0.3,0.19,0.48,0.6
