,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.94,0.67,0.0,0.75,0.0,0.82,0.9,0.0,0.0,0.75,0.89,0.89,0.93,0.94
codeblocks.csv,0.37,0.42,0.27,0.62,0.52,0.56,0.51,0.44,0.48,0.56,0.57,0.43,0.41,0.46
ctrlr.csv,0.9,0.5,0.0,0.5,0.5,0.93,0.0,0.88,0.0,0.86,0.5,0.94,0.8,0.0
dvt.csv,0.78,0.59,0.99,0.74,0.96,0.63,0.71,0.81,0.75,0.87,0.7,0.81,0.8,0.76
flylinkdc.csv,0.69,0.65,0.8,0.73,0.85,0.71,0.63,0.55,0.78,0.78,0.59,0.85,0.62,0.62
kowari.csv,0.92,0.85,0.99,0.89,0.67,0.73,0.54,0.62,0.5,0.57,0.93,0.91,0.86,0.53
ldview.csv,0.54,0.42,0.26,0.54,0.53,0.62,0.61,0.56,0.86,0.74,0.76,0.89,0.34,0.64
maidsafe-dht.csv,0.94,0.9,0.74,0.89,0.84,0.91,0.75,0.72,0.0,0.6,0.91,0.9,0.75,0.83
n2cms.csv,0.55,0.42,0.51,0.6,0.65,0.6,0.47,0.49,0.47,0.61,0.52,0.48,0.45,0.44
nuttx.csv,0.32,0.35,0.44,0.44,0.61,0.39,0.37,0.42,0.46,0.46,0.4,0.54,0.38,0.44
rtb-team.csv,0.58,0.75,0.62,0.63,0.65,0.52,0.56,0.56,0.67,0.55,0.47,0.89,0.45,0.83
super-tux.csv,0.36,0.39,0.26,0.39,0.53,0.38,0.48,0.41,0.38,0.47,0.43,0.45,0.35,0.44
vdsf.csv,0.4,0.42,0.99,0.47,0.87,0.46,0.59,0.46,0.38,0.47,0.42,0.49,0.48,0.53
xbrlapi.csv,0.62,0.55,0.38,0.63,0.55,0.66,0.52,0.6,0.44,0.5,0.6,0.65,0.49,0.75
