,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.18,0.67,0.0,0.75,0.0,0.35,0.5,0.0,0.0,0.75,1.0,0.22,0.14,1.0
codeblocks.csv,0.29,0.64,0.08,0.52,0.8,0.23,0.3,0.98,0.39,0.38,0.2,0.22,0.12,0.96
ctrlr.csv,0.1,0.5,0.0,0.0,0.5,0.14,0.0,0.38,0.0,0.14,0.5,1.0,0.0,1.0
dvt.csv,0.25,0.51,0.08,0.39,0.84,0.17,0.98,0.81,0.0,0.4,0.23,0.19,0.0,0.93
flylinkdc.csv,1.0,0.5,0.08,0.37,0.72,0.35,0.22,0.88,0.56,0.44,0.28,0.3,0.12,0.9
kowari.csv,0.68,0.31,0.17,0.67,0.67,0.27,0.26,0.76,0.0,0.37,0.27,0.27,1.0,0.97
ldview.csv,0.28,0.54,0.09,0.42,0.83,0.25,0.19,0.78,0.43,1.0,0.2,0.11,0.1,0.95
maidsafe-dht.csv,0.56,0.4,0.13,0.44,0.81,0.91,0.3,0.72,0.0,0.6,0.36,0.3,0.19,1.0
n2cms.csv,0.38,0.62,0.13,1.0,0.83,0.35,0.38,0.79,0.53,0.35,0.27,0.2,0.08,0.98
nuttx.csv,0.29,0.5,0.1,0.45,0.99,0.2,0.41,0.82,0.29,0.42,0.21,0.18,0.08,0.98
rtb-team.csv,0.45,0.56,0.11,0.4,0.74,0.33,0.22,0.91,1.0,0.64,0.31,0.11,0.13,1.0
super-tux.csv,0.27,0.54,0.08,0.41,0.83,0.19,0.33,0.75,0.29,0.36,0.21,0.26,0.08,1.0
vdsf.csv,0.28,0.54,0.75,0.42,0.81,0.19,0.33,0.79,0.3,0.35,0.26,0.22,0.05,0.95
xbrlapi.csv,0.23,1.0,0.09,0.39,0.82,0.21,0.31,0.74,0.22,0.3,0.27,0.25,0.07,0.91
