,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.93,0.95,1.0,0.94,1.0,0.6,0.88,1.0,1.0,0.86,0.1,0.91,0.73,0.82
codeblocks.csv,0.71,0.58,0.98,0.71,0.79,0.61,0.78,0.05,0.55,0.68,0.74,0.79,0.56,0.64
ctrlr.csv,0.98,0.98,1.0,1.0,0.99,0.88,1.0,0.98,1.0,0.97,0.95,0.19,1.0,0.99
dvt.csv,0.79,0.71,0.86,0.79,0.89,0.77,0.03,0.73,1.01,0.75,0.67,0.86,1.0,0.83
flylinkdc.csv,0.03,0.8,0.84,0.81,0.89,0.6,0.83,0.69,0.68,0.82,0.67,0.7,0.64,1.02
kowari.csv,0.55,0.93,0.87,0.88,0.99,0.74,0.81,0.69,1.0,0.7,0.82,0.87,0.0,0.73
ldview.csv,0.71,0.69,1.0,0.67,1.0,0.58,0.98,0.64,0.81,0.1,0.72,0.96,0.72,0.72
maidsafe-dht.csv,0.73,0.92,0.72,0.84,0.86,0.29,0.87,0.78,1.0,0.72,0.81,0.87,0.6,0.88
n2cms.csv,0.54,0.55,0.59,0.0,0.77,0.54,0.64,0.65,0.5,0.74,0.59,0.83,0.74,0.58
nuttx.csv,0.82,0.85,0.66,0.62,0.03,0.71,0.52,0.55,0.75,0.63,0.71,0.86,0.92,0.53
rtb-team.csv,0.58,0.8,0.74,0.76,0.92,0.55,0.88,0.74,0.2,0.68,0.59,0.96,0.55,0.88
super-tux.csv,0.99,0.81,1.0,0.69,1.0,0.98,0.86,1.0,1.0,1.0,0.97,1.0,1.0,0.0
vdsf.csv,0.8,0.77,0.14,0.74,0.79,0.83,0.71,0.65,0.95,0.81,0.68,0.89,0.91,0.84
xbrlapi.csv,0.78,0.05,0.74,0.73,0.98,0.69,0.69,0.73,0.95,0.92,0.59,0.75,0.75,0.92
