,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.1,0.06,0.0,0.07,0.0,0.48,0.15,0.0,0.0,0.17,0.92,0.12,0.33,0.22
codeblocks.csv,0.59,0.53,0.09,0.35,0.5,0.61,0.3,0.99,0.6,0.57,0.45,0.4,0.58,0.66
ctrlr.csv,0.04,0.02,0.0,0.0,0.01,0.17,0.0,0.04,0.0,0.06,0.06,0.84,0.0,0.01
dvt.csv,0.31,0.47,0.18,0.29,0.13,0.39,0.98,0.34,0.0,0.33,0.5,0.22,0.0,0.31
flylinkdc.csv,0.98,0.28,0.21,0.27,0.19,0.48,0.29,0.37,0.38,0.23,0.42,0.42,0.47,0.31
kowari.csv,0.51,0.12,0.17,0.15,0.01,0.33,0.28,0.47,0.0,0.51,0.23,0.17,1.0,0.34
ldview.csv,0.56,0.59,0.0,0.55,0.0,0.65,0.35,0.54,0.24,0.92,0.51,0.06,0.62,0.55
maidsafe-dht.csv,0.31,0.12,0.35,0.2,0.19,0.75,0.17,0.35,0.0,0.34,0.23,0.17,0.48,0.15
n2cms.csv,0.6,0.6,0.54,1.0,0.55,0.54,0.47,0.49,0.57,0.41,0.58,0.27,0.45,0.49
nuttx.csv,0.5,0.47,0.5,0.63,0.99,0.56,0.7,0.6,0.55,0.53,0.51,0.27,0.32,0.55
rtb-team.csv,0.5,0.25,0.34,0.33,0.11,0.54,0.17,0.31,0.83,0.38,0.51,0.06,0.58,0.15
super-tux.csv,0.05,0.53,0.0,0.56,0.0,0.09,0.45,0.0,0.0,0.0,0.09,0.0,0.0,1.0
vdsf.csv,0.52,0.57,0.88,0.59,0.31,0.5,0.62,0.65,0.21,0.51,0.66,0.42,0.39,0.48
xbrlapi.csv,0.38,0.96,0.57,0.41,0.13,0.46,0.49,0.51,0.36,0.39,0.69,0.52,0.44,0.32
