,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.86,0.67,0.68,0.7,0.6,0.47,0.87,0.95,0.85,0.64
array4j.csv,0.49,0.9,0.62,0.87,0.95,0.69,0.76,0.78,0.98,0.89
beast-mcmc.csv,0.69,0.36,0.86,0.74,0.72,0.51,0.79,0.62,0.79,0.72
continuum-ide.csv,1.0,0.88,0.88,0.37,0.8,0.82,0.76,0.86,0.73,0.93
jam-daq.csv,0.31,0.42,0.82,0.77,0.4,0.78,0.79,0.69,0.79,0.71
l2j.csv,0.69,0.76,0.94,0.64,0.72,0.68,0.69,0.8,0.7,0.41
nodal.csv,1.07,0.74,0.63,0.81,0.86,0.68,0.45,0.86,0.81,0.91
projectfactory.csv,1.13,0.7,0.64,0.71,0.73,0.69,0.77,0.6,0.76,0.55
roolo.csv,0.76,0.76,0.71,0.85,0.7,0.76,0.94,0.79,0.35,0.86
