,recall,precision,pf,cdom,bellwether
1,0.625,0.48,0.41,7.0,sblim.csv
10,0.5,0.1,0.12,1.0,emftriple.csv
13,0.62,0.43,0.32,8.0,wow-qrsk.csv
26,0.12,0.52,0.32,4.0,mediaportal.csv
32,0.69,0.44,0.33,16.0,jstock.csv
50,0.43,0.25,0.27,18.0,gtad.csv
23,0.81,0.61,0.5,1.0,magicwars.csv
24,0.6,0.46499999999999997,0.395,3.0,personalaccess.csv
25,0.78,0.64,0.5,0.0,xmemcached.csv
