,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.68,0.9,0.0,0.37,0.71,0.92,0.86,0.39,0.75
arsenal-1.csv,0.39,0.75,0.54,0.5,0.88,0.83,0.67,0.8,0.86
barracudamvc.csv,0.42,0.34,0.36,0.35,0.39,0.38,0.33,0.33,0.56
irplus.csv,0.34,0.27,0.88,0.32,0.37,0.37,0.43,0.29,0.56
lite.csv,0.43,0.62,0.39,0.67,0.67,0.42,0.52,0.41,0.61
mevenide.csv,0.39,0.48,0.8,0.75,0.75,0.74,0.75,0.0,0.72
mumble.csv,0.4,0.29,0.47,0.89,0.48,0.38,0.39,0.5,0.67
ontopia.csv,0.95,0.3,0.48,0.46,0.37,0.42,0.53,0.35,0.91
openintents.csv,0.55,0.46,0.34,0.33,0.57,0.5,0.39,0.39,0.61
