,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.48,0.42,0.58,0.41,0.42,0.52,0.52,0.46,0.43,0.44,0.51,0.51,0.45,0.45,0.4
amateur-scrolls.csv,0.6,0.0,0.85,0.44,0.64,0.97,0.83,0.49,0.71,0.95,0.76,0.89,0.96,0.38,0.76
biopax.csv,0.47,0.4,0.35,0.39,0.38,0.44,0.39,0.44,0.4,0.38,0.38,0.49,0.51,0.46,0.42
crux-framework.csv,0.99,0.8,0.83,0.92,0.8,0.89,0.87,0.92,0.5,0.78,0.7,0.96,0.88,0.75,0.93
exl.csv,0.49,0.5,0.59,0.45,0.52,0.53,0.53,0.44,0.67,0.64,0.45,0.49,0.74,0.42,0.51
ikvm.csv,0.65,0.56,0.63,0.68,0.55,0.5,0.49,0.77,0.45,0.73,0.7,0.94,0.53,0.95,0.63
irrlicht.csv,0.47,0.37,0.35,0.39,0.38,0.49,0.39,0.44,0.4,0.0,0.38,0.48,0.42,0.46,0.42
les-indemodables.csv,0.51,0.44,0.4,0.38,0.39,0.49,0.49,0.39,0.45,0.39,0.37,0.5,0.53,0.42,0.36
lportal.csv,0.93,0.83,0.93,0.0,0.86,0.92,0.0,0.89,0.83,0.74,0.94,0.55,0.88,0.56,0.83
ns-3-dev-def-routing.csv,0.59,0.47,0.39,0.59,0.41,0.61,0.6,0.51,0.56,0.41,0.55,0.53,0.67,0.44,0.41
qpe.csv,0.57,0.7,0.48,0.88,0.54,0.46,0.4,0.48,0.83,0.49,0.55,0.96,0.75,0.67,0.37
sigil.csv,0.51,0.46,0.41,0.36,0.36,0.56,0.44,0.43,0.57,0.45,0.43,0.47,0.63,0.46,0.42
ultimairis.csv,0.99,0.36,0.34,0.58,0.88,0.45,0.68,0.8,0.4,0.38,0.62,0.0,0.75,0.41,0.36
unflobtactical.csv,0.49,0.5,0.44,0.45,0.36,0.51,0.42,0.45,0.45,0.42,0.45,0.49,0.54,0.47,0.43
xbg.csv,0.89,0.93,0.86,0.94,0.67,0.75,0.98,0.86,0.65,0.88,0.95,0.97,0.81,0.93,0.83
