,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.83,0.77,0.63,0.99,0.05,0.79
kmess.csv,0.88,0.73,0.73,0.61,0.67,0.04
minig.csv,0.8,0.48,0.05,0.82,0.67,0.67
ossbuild.csv,0.95,0.57,0.65,0.03,0.89,0.69
rezilla.csv,0.11,0.95,0.85,0.98,0.94,0.8
webdriver.csv,1.0,0.02,0.62,0.78,0.65,0.56
