,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.38,0.44,0.48,0.42,0.57,0.49
kmess.csv,0.38,0.53,0.59,0.65,0.65,0.48
minig.csv,0.53,0.4,0.56,0.61,0.57,0.45
ossbuild.csv,0.8,0.79,0.71,0.97,0.91,0.75
rezilla.csv,0.71,0.43,0.38,0.41,0.43,0.42
webdriver.csv,0.5,0.52,0.59,0.57,0.56,0.49
