,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.76,0.79,0.06,0.73,0.49,0.58,0.98
gstreamer.csv,0.61,0.79,0.72,0.58,0.5,0.02,0.65
ifmo-game-1.csv,0.0,1.0,0.96,1.0,1.0,1.0,1.0
pi-qmc.csv,0.61,0.81,0.72,0.64,0.09,0.78,0.8
quarkplusplus.csv,0.89,0.08,0.7,0.78,0.69,0.55,1.02
xapian.csv,0.56,0.48,0.72,0.0,0.58,0.57,0.41
zemljanka.csv,0.99,1.0,0.99,1.0,1.0,0.99,0.11
