,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.15,0.81,0.18,0.27,0.95,0.09,0.44,0.7,0.12
array4j.csv,0.0,0.14,1.0,0.0,0.04,0.1,0.04,0.03,0.0,0.05
beast-mcmc.csv,1.0,0.94,1.0,0.71,0.33,0.38,0.22,0.28,0.9,0.1
continuum-ide.csv,0.0,0.27,0.12,1.0,0.2,0.24,0.13,0.15,0.2,0.09
jam-daq.csv,0.0,0.44,0.5,0.24,0.96,0.48,0.48,0.31,0.4,0.12
l2j.csv,1.0,0.64,0.56,1.0,0.78,0.67,0.65,0.33,0.2,0.98
nodal.csv,0.0,0.26,0.62,0.24,0.4,0.33,0.87,0.1,0.25,0.08
projectfactory.csv,1.0,0.24,0.31,0.06,0.22,0.33,0.35,0.95,0.25,0.14
roolo.csv,1.0,0.29,0.38,0.29,0.4,0.24,0.22,0.23,0.85,0.21
