,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.53,0.21,0.25,0.52,1.0,0.33,0.63,0.36,0.77
array4j.csv,0.0,0.38,1.0,0.0,1.0,0.18,0.14,0.2,0.0,0.83
beast-mcmc.csv,0.03,1.0,0.21,0.41,0.6,0.23,0.62,0.55,0.37,0.91
continuum-ide.csv,0.0,0.41,0.15,1.0,0.53,0.31,0.43,0.43,0.36,0.82
jam-daq.csv,0.0,0.43,0.47,0.29,0.98,0.29,0.39,0.5,0.5,0.75
l2j.csv,0.02,0.33,0.26,0.35,0.51,0.28,0.27,0.52,0.22,0.99
nodal.csv,0.0,0.49,0.19,0.21,0.62,0.19,1.0,0.44,0.26,0.8
projectfactory.csv,0.03,0.35,0.19,0.08,0.32,0.16,0.24,0.97,0.45,0.55
roolo.csv,0.02,0.4,0.33,0.31,0.82,0.17,0.24,0.53,1.0,0.77
