,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.46,0.61,0.56,0.8,0.58,0.83,0.95,0.9
decidr.csv,0.44,0.56,0.72,0.92,0.34,0.77,0.76,0.97
exist.csv,0.46,0.82,0.77,0.79,0.54,0.35,0.97,0.83
ivatamasks.csv,0.37,0.81,0.68,0.94,0.7,0.72,0.88,0.9
libopenmetaverse.csv,1.0,1.0,1.01,0.54,1.0,0.74,1.24,0.8
mule.csv,0.71,0.47,0.7,0.77,0.86,0.98,0.47,0.91
runuomondains.csv,0.68,0.56,0.79,0.64,0.63,0.56,1.01,0.25
