,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.44,0.45,0.88,0.42,0.54,0.42,0.37,0.46
decidr.csv,0.39,0.38,0.47,0.36,0.41,0.34,0.39,0.45
exist.csv,0.44,0.36,0.44,0.38,0.36,0.41,0.34,0.45
ivatamasks.csv,0.37,0.36,0.48,0.35,0.35,0.34,0.36,0.46
libopenmetaverse.csv,0.43,0.38,0.45,0.48,0.35,0.48,0.37,0.74
mule.csv,0.62,0.42,0.97,0.48,0.98,0.35,0.62,0.45
runuomondains.csv,0.53,0.39,0.65,0.52,0.35,0.39,0.89,0.65
