,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.42,0.78,0.12,0.02,0.8,0.64,0.63,0.35,0.97
massiv.csv,0.05,0.18,0.2,0.35,0.03,0.08,0.0,0.0,0.08
mesa3d.csv,0.41,0.12,0.16,0.01,0.6,0.64,0.62,0.4,0.39
ngl.csv,0.52,0.69,0.12,0.02,0.91,0.69,0.68,0.2,0.71
nutz.csv,0.65,0.54,0.11,0.01,0.74,0.63,0.59,0.31,0.44
ossim.csv,0.32,0.27,0.24,0.02,0.01,0.37,0.43,0.27,0.34
qmmp.csv,0.52,0.68,0.15,0.02,0.74,0.61,0.69,0.3,0.93
rcp-company-uibindings.csv,0.49,0.64,0.17,0.01,0.69,0.68,0.54,0.25,0.92
v8.csv,0.18,0.36,0.07,0.01,0.91,0.49,0.35,0.35,0.5
