,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.64,0.46,0.71,0.61,0.55,0.83,0.36,0.57,0.32,0.67,0.47,0.4,0.44,0.53,0.29
bibletime.csv,0.73,1.0,1.0,0.97,0.54,0.9,0.86,0.43,0.68,1.0,0.76,0.79,0.64,0.77,0.88
boost.csv,0.68,0.5,0.68,0.5,0.7,0.77,0.57,0.31,0.42,1.0,0.7,0.63,0.53,0.45,0.42
doomlegacy.csv,0.7,0.31,0.09,0.05,0.26,0.73,0.21,0.32,0.74,1.0,0.52,0.58,0.58,0.17,0.13
gpac.csv,0.35,0.46,0.62,0.71,0.93,0.97,0.14,0.71,0.29,1.0,0.8,0.46,0.97,1.0,0.34
kftpgrabber.csv,0.19,0.04,0.07,0.03,0.17,0.8,0.07,0.09,0.1,0.0,0.65,0.25,0.22,0.0,0.01
nativeclient.csv,0.63,0.77,0.32,0.66,0.45,0.5,0.64,0.2,0.55,0.33,0.58,0.67,0.72,0.6,0.63
netatalk.csv,0.76,0.38,0.57,0.39,0.49,0.63,0.71,0.65,0.82,1.0,0.7,0.75,0.67,0.87,0.51
open-ms.csv,0.52,0.35,0.21,0.47,0.39,0.63,0.57,0.2,0.81,0.67,0.2,0.51,0.61,0.4,0.29
openmsx.csv,0.45,0.15,0.04,0.05,0.18,0.17,0.21,0.52,0.71,0.33,0.35,0.45,0.69,0.66,0.18
rosegarden.csv,0.73,0.73,0.61,0.79,0.5,0.63,0.71,0.26,0.81,1.0,0.68,0.89,0.58,0.57,0.77
rsyslog.csv,0.85,0.73,0.12,0.26,0.59,0.73,0.43,0.48,0.78,1.0,0.76,0.8,0.78,0.75,0.73
sandiaportals.csv,0.73,0.69,0.82,0.58,0.48,0.83,0.64,0.43,0.24,0.67,0.82,0.56,0.61,0.77,0.49
xmoto.csv,0.66,0.69,0.64,0.63,0.95,0.6,0.93,0.46,0.36,0.67,0.7,0.48,0.72,0.98,0.59
xqilla.csv,0.49,0.04,0.25,0.26,0.06,0.33,0.43,0.06,0.5,1.0,0.24,0.36,0.22,0.23,0.2
