,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.09,0.13,0.73,0.13,0.0,0.11,0.09,0.18,0.0,0.15,0.0,0.0,0.03,0.08,0.18,0.07,0.03,0.05,0.0,0.2
clamav.csv,0.21,0.35,0.09,0.4,0.15,0.31,0.25,0.18,0.32,0.46,0.71,0.08,0.25,0.18,0.33,0.34,0.0,0.23,0.25,0.38
customsagetv.csv,0.02,0.03,0.0,0.0,0.01,0.01,0.0,0.04,0.09,0.03,0.0,0.0,0.03,0.02,0.15,0.0,0.0,0.05,0.0,0.07
gss.csv,0.86,0.94,1.0,0.85,0.56,0.89,1.0,0.54,0.32,0.9,0.57,0.5,0.19,0.92,0.76,0.66,1.0,0.35,0.0,0.48
guineu.csv,0.0,0.05,0.0,0.35,0.23,0.31,0.12,0.21,0.34,0.19,0.29,0.42,0.0,0.15,0.12,0.14,0.11,0.05,0.15,0.48
inkscape.csv,0.38,0.12,0.0,0.25,0.31,0.34,0.03,0.04,0.02,0.19,0.29,0.25,0.19,0.08,0.09,0.18,0.06,0.07,0.1,0.09
mpqc.csv,0.1,0.18,0.55,0.38,0.48,0.0,0.22,0.71,0.79,0.26,0.0,0.5,0.78,0.19,0.42,0.57,0.42,0.78,0.75,0.68
nsis.csv,0.83,0.98,0.82,0.81,0.87,0.95,0.97,0.57,0.82,0.93,0.14,0.92,0.62,0.95,0.82,0.75,0.75,0.72,0.7,0.57
octave.csv,0.47,0.05,0.09,0.48,0.0,0.29,0.19,0.71,0.84,0.21,0.14,0.0,0.53,0.32,0.58,0.89,0.17,0.77,0.8,0.84
owfs.csv,0.24,0.01,0.0,0.0,0.21,0.23,0.09,0.21,0.18,0.18,0.43,0.08,0.12,0.08,0.15,0.09,0.06,0.05,0.0,0.36
owlib.csv,0.47,0.01,0.36,0.79,0.94,0.5,0.38,0.79,0.75,0.63,0.71,0.92,0.16,0.65,0.58,0.45,0.61,0.37,0.5,0.62
pamguard.csv,0.72,0.49,0.09,0.63,0.43,0.45,0.66,0.43,0.48,0.48,0.29,0.25,0.09,0.58,0.0,0.59,0.36,0.18,0.25,0.28
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prelude.csv,1.0,0.98,0.0,0.88,0.99,0.96,0.88,0.82,0.75,0.86,0.86,0.67,0.88,0.9,0.97,0.93,0.89,0.9,0.95,0.97
pustefix.csv,0.09,0.06,0.0,0.4,0.08,0.18,0.06,0.14,0.45,0.11,0.0,0.0,0.47,0.0,0.03,0.2,0.28,0.13,0.15,0.28
robocode.csv,0.29,0.11,0.09,0.35,0.14,0.19,0.12,0.0,0.39,0.33,0.14,0.08,0.22,0.31,0.36,0.34,0.11,0.32,0.35,0.58
scenemonitor.csv,0.67,0.6,0.09,0.58,0.41,0.44,0.47,0.54,0.88,0.5,0.43,0.0,0.03,0.39,0.48,0.73,0.08,0.62,0.45,0.57
tango-cs.csv,0.16,0.11,0.0,0.17,0.22,0.58,0.31,0.11,0.45,0.25,0.43,0.42,0.06,0.18,0.15,0.34,0.06,0.13,0.05,0.01
uwom-server.csv,0.36,0.1,0.0,0.17,0.29,0.37,0.16,0.71,0.93,0.0,0.29,0.25,0.88,0.53,0.7,0.64,0.14,0.75,0.85,0.84
zengine.csv,0.97,0.92,1.0,0.87,0.4,0.73,0.75,0.57,0.34,0.66,0.57,0.0,0.53,0.6,0.94,0.82,0.28,0.72,0.7,0.83
