,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.12,0.22,0.33,0.43,0.09,0.22,0.12,0.25,0.96,0.11,0.02,0.15,0.0,0.13,0.4,0.07,0.17,0.0,0.24,0.16
clamav.csv,0.1,0.52,0.0,0.27,0.15,0.23,0.54,0.19,0.32,0.4,0.51,0.5,0.49,0.38,0.61,0.37,1.0,0.0,0.44,0.42
customsagetv.csv,0.07,0.12,0.0,0.0,0.0,0.09,0.09,0.0,0.29,0.09,0.0,0.05,0.09,0.08,0.14,0.99,0.0,0.29,0.18,0.18
gss.csv,0.46,0.58,0.88,0.25,0.38,0.27,0.68,0.54,0.49,0.41,0.78,0.86,0.42,0.43,0.72,0.44,0.51,0.08,0.98,0.46
guineu.csv,0.98,0.34,0.29,0.13,0.23,0.04,0.08,0.55,0.12,0.29,0.36,0.17,0.1,0.32,0.2,0.39,0.34,0.0,0.39,0.54
inkscape.csv,0.15,0.3,0.0,0.22,0.2,0.13,0.99,0.08,0.35,0.34,0.37,0.51,0.21,0.13,0.09,0.1,0.24,0.25,0.17,0.08
mpqc.csv,0.4,0.34,0.67,0.23,0.16,0.97,0.18,0.49,0.27,0.2,0.11,0.46,0.47,0.16,0.48,0.77,0.33,0.08,0.39,0.54
nsis.csv,0.43,0.56,0.87,0.32,0.3,0.27,0.72,0.58,0.24,0.39,0.99,0.83,0.55,0.38,0.74,0.68,0.58,0.12,0.69,0.37
octave.csv,0.44,0.33,0.59,0.36,0.98,0.04,0.12,0.57,0.15,0.2,0.04,0.1,0.39,0.41,0.57,0.64,0.37,0.04,0.52,0.53
owfs.csv,0.37,0.16,0.13,0.9,0.24,0.04,0.2,0.24,0.23,0.36,0.2,0.23,0.29,0.25,0.38,0.4,0.09,0.0,0.42,0.48
owlib.csv,0.42,0.98,0.85,0.27,0.26,0.13,0.53,0.55,0.33,0.4,0.83,0.54,0.57,0.36,0.67,0.69,0.44,0.15,0.62,0.59
pamguard.csv,0.4,0.43,0.72,0.27,0.29,0.32,0.62,0.44,0.4,0.33,0.55,0.74,0.47,0.21,1.0,0.16,0.26,0.0,0.63,0.38
papertoolkit.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
prelude.csv,0.47,0.57,1.0,0.3,0.3,0.25,0.74,0.63,0.38,0.43,0.77,0.82,0.57,0.44,0.76,0.69,0.54,0.1,0.76,0.55
pustefix.csv,0.23,0.09,0.42,0.17,0.13,0.05,0.0,0.31,0.1,0.03,0.05,0.0,0.33,0.98,0.29,0.44,0.54,0.0,0.11,0.27
robocode.csv,0.59,0.37,0.13,0.29,0.15,0.18,0.35,0.98,0.37,0.25,0.13,0.61,0.54,0.29,0.57,0.54,0.29,0.09,0.58,0.57
scenemonitor.csv,0.47,0.51,0.61,0.33,0.4,0.16,0.67,0.54,0.23,0.36,0.45,0.67,0.95,0.43,0.64,0.71,0.3,0.14,0.61,0.47
tango-cs.csv,0.21,0.26,0.05,0.26,0.04,0.27,0.29,0.32,0.35,0.28,0.53,0.54,0.17,0.21,0.32,0.26,0.24,0.17,0.32,0.97
uwom-server.csv,0.41,0.23,0.13,0.26,0.24,0.03,0.22,0.54,0.22,0.95,0.17,0.18,0.52,0.28,0.59,0.71,0.28,0.04,0.6,0.44
zengine.csv,0.45,0.57,0.88,0.3,0.41,0.26,0.75,0.63,0.44,0.44,0.71,0.99,0.65,0.42,0.73,0.56,0.54,0.12,0.69,0.57
