,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.06,0.52,0.01,0.18,0.68,0.16,0.39,0.41,0.24,0.05,0.42,0.3,0.1,0.46,0.46,0.17,0.56,0.47,0.43,0.37
blogentis.csv,0.04,0.4,0.02,0.16,0.8,0.13,0.57,0.43,0.05,0.06,0.48,0.3,0.05,0.3,0.35,0.13,0.38,0.54,0.35,0.31
free-evolution.csv,0.1,0.53,0.02,0.22,0.55,0.17,0.45,0.44,0.21,0.06,0.57,0.4,0.08,0.27,0.32,0.2,0.4,0.44,0.46,0.42
gtad.csv,0.24,0.53,0.01,0.23,0.22,0.23,0.43,0.21,0.07,0.09,0.5,0.33,0.2,0.3,0.51,0.28,0.46,0.59,0.31,0.29
htmlunit.csv,0.08,0.5,0.01,0.24,0.39,0.24,0.37,0.21,0.22,0.07,0.59,0.4,0.0,0.25,0.51,0.25,0.43,0.58,0.46,0.36
ipfire-wall.csv,0.4,0.41,0.04,0.0,0.37,0.05,0.34,0.24,0.09,0.0,0.31,0.26,0.2,0.27,0.72,0.21,0.36,0.36,0.0,0.13
irplus.csv,0.1,0.43,0.01,0.24,0.6,0.23,0.43,0.36,0.08,0.2,0.61,0.44,0.0,0.3,0.65,0.23,0.48,0.43,0.57,0.37
jasperreports.csv,0.05,0.51,0.02,0.25,0.85,0.21,0.31,0.91,0.28,0.11,0.49,0.27,0.12,0.32,0.52,0.44,0.34,0.56,0.33,0.31
jaxlib.csv,0.14,0.21,0.15,0.17,0.22,0.2,0.31,0.72,0.1,0.04,0.23,0.14,0.67,0.15,0.43,0.12,0.51,0.35,0.17,0.4
jvcl.csv,0.07,0.23,0.5,0.27,0.37,0.17,0.44,0.11,0.21,0.0,0.33,0.23,0.09,0.2,0.42,0.09,0.29,0.42,0.61,0.36
kaffeine.csv,0.06,0.23,0.01,0.18,0.9,0.17,0.48,0.51,0.04,0.07,0.54,0.33,0.08,0.36,0.51,0.18,0.58,0.58,0.49,0.39
m-m-m.csv,0.07,0.33,0.02,0.15,0.56,0.13,0.35,0.85,0.15,0.03,0.38,0.22,0.1,0.22,0.56,0.12,0.49,0.34,0.35,0.36
myfaces.csv,0.04,0.45,0.02,0.22,0.39,0.15,0.44,0.39,0.03,0.0,0.49,0.48,0.11,0.15,0.58,0.15,0.46,0.53,0.47,0.28
nh3d.csv,0.05,0.49,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.36,0.24,0.11,0.28,0.49,0.13,0.53,0.38,0.35,0.38
poormans.csv,0.0,0.17,0.0,0.18,0.08,0.29,0.24,0.23,0.13,0.5,0.44,0.38,0.08,0.26,0.0,0.34,0.26,0.36,0.61,0.0
sarasvati.csv,0.07,0.35,0.02,0.08,0.22,0.25,0.2,0.39,0.0,0.1,0.35,0.34,0.17,0.32,0.49,0.26,0.54,0.54,0.28,0.39
smartgwt.csv,0.07,0.51,0.01,0.29,0.76,0.09,0.39,0.62,0.13,0.09,0.43,0.29,0.11,0.23,0.53,0.09,0.33,0.59,0.34,0.37
taokgame.csv,0.08,0.0,0.0,0.17,0.12,0.05,0.29,0.18,0.67,0.0,0.16,0.21,0.0,0.21,0.55,0.13,0.26,0.11,0.44,0.3
wgs-assembler.csv,0.16,0.53,0.04,0.14,0.53,0.15,0.36,0.08,0.6,0.03,0.47,0.26,0.11,0.25,0.44,0.34,0.41,0.46,0.5,0.43
