,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.51,0.63,0.24,0.09,0.57,0.67,0.5,0.31,0.6,0.79,0.5,0.67,0.52,0.65,0.58,0.78,0.67,0.65,0.71,0.46
blogentis.csv,0.47,0.49,0.57,0.29,0.0,0.55,0.74,0.32,0.12,0.8,0.59,0.51,0.4,0.62,0.43,0.61,0.43,0.47,0.42,0.36
free-evolution.csv,0.54,0.0,0.38,0.57,0.44,0.63,0.67,0.34,0.61,0.81,0.71,0.77,0.3,0.5,0.36,0.83,0.48,0.39,0.74,0.57
gtad.csv,0.96,0.63,0.28,0.42,0.15,0.49,0.6,0.15,0.12,0.91,0.49,0.45,0.54,0.33,0.54,0.66,0.48,0.54,0.28,0.28
htmlunit.csv,0.53,0.56,0.28,0.61,0.28,0.41,0.51,0.15,0.44,0.87,0.66,0.61,0.0,0.46,0.54,0.84,0.44,0.49,0.59,0.38
ipfire-wall.csv,0.55,0.48,0.81,0.0,0.26,0.11,0.51,0.17,0.23,0.0,0.39,0.29,0.54,0.37,0.79,0.7,0.32,0.47,0.0,0.11
irplus.csv,0.84,0.51,0.28,0.69,0.49,0.58,0.53,0.27,0.12,0.97,0.75,0.7,0.0,0.42,0.79,0.88,0.51,0.53,0.63,0.46
jasperreports.csv,0.48,0.37,0.3,0.69,0.0,0.31,0.29,0.66,0.61,0.93,0.3,0.58,0.78,0.56,0.48,0.94,0.41,0.71,0.46,0.36
jaxlib.csv,0.54,0.16,0.29,0.53,0.15,0.75,0.48,0.62,0.23,0.57,0.28,0.3,0.99,0.32,0.52,0.31,0.59,0.48,0.21,0.54
jvcl.csv,0.53,0.18,0.55,0.58,0.26,0.31,0.65,0.07,0.61,0.0,0.28,0.53,0.51,0.23,0.43,0.43,0.24,0.62,0.71,0.31
kaffeine.csv,0.17,0.18,0.27,0.05,0.85,0.68,0.7,0.4,0.12,0.87,0.7,0.71,0.09,0.65,0.21,0.82,0.68,0.83,0.77,0.62
m-m-m.csv,0.53,0.32,0.51,0.43,0.46,0.57,0.23,0.77,0.45,0.13,0.47,0.23,0.6,0.47,0.71,0.55,0.57,0.29,0.61,0.51
myfaces.csv,0.47,0.55,0.24,0.64,0.28,0.56,0.48,0.29,0.12,0.0,0.54,0.73,0.73,0.17,0.64,0.77,0.54,0.73,0.46,0.31
nh3d.csv,0.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.67,0.0,0.0,0.61,0.0,0.0,0.0,0.0
poormans.csv,0.0,0.12,0.0,0.29,0.05,0.32,0.2,0.17,0.33,0.99,0.39,0.66,0.24,0.23,0.0,0.87,0.19,0.27,0.75,0.0
sarasvati.csv,0.52,0.32,0.51,0.3,0.15,0.73,0.28,0.29,0.0,0.92,0.42,0.61,0.88,0.51,0.58,0.85,0.63,0.71,0.25,0.43
smartgwt.csv,0.65,0.47,0.28,0.72,0.66,0.38,0.56,0.49,0.33,0.91,0.48,0.57,0.53,0.48,0.65,0.54,0.32,0.76,0.52,0.53
taokgame.csv,0.53,0.0,0.0,0.46,0.07,0.11,0.29,0.12,0.97,0.0,0.12,0.43,0.0,0.41,0.7,0.31,0.24,0.12,0.65,0.25
wgs-assembler.csv,0.92,0.58,0.7,0.41,0.42,0.65,0.54,0.05,0.89,0.13,0.48,0.63,0.71,0.52,0.56,0.92,0.49,0.39,0.67,0.64
