,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.5,0.74,0.25,0.94,0.51,0.73,0.79,0.27,0.6,1.0,0.48,0.75,0.5,0.62,0.72,0.88,0.76,0.65,0.79,0.42
blogentis.csv,0.5,0.54,0.75,0.25,0.82,0.55,0.75,0.29,0.1,1.0,0.79,0.48,0.5,0.71,0.56,0.62,0.4,0.42,0.38,0.7
free-evolution.csv,0.5,1.0,0.75,0.56,0.39,0.64,0.79,0.31,0.7,1.0,0.75,0.81,1.0,0.48,0.33,0.92,0.56,0.34,0.82,0.55
gtad.csv,1.0,0.77,0.25,0.38,0.12,0.45,0.62,0.12,0.1,1.0,0.44,0.4,0.5,0.29,0.5,0.62,0.44,0.49,0.24,0.24
htmlunit.csv,0.5,0.77,0.25,0.62,0.24,0.36,0.5,0.12,0.4,1.0,0.64,0.58,0.0,0.43,0.5,0.88,0.4,0.44,0.56,0.33
ipfire-wall.csv,0.5,0.46,1.0,0.0,0.22,0.09,0.62,0.14,0.2,0.0,0.37,0.25,0.5,0.33,0.78,0.69,0.28,0.43,0.0,0.09
irplus.csv,1.0,0.51,0.25,0.81,0.43,0.55,0.5,0.24,0.1,1.0,0.77,0.69,0.0,0.38,0.83,0.96,0.48,0.49,0.59,0.42
jasperreports.csv,0.5,0.9,0.75,0.75,0.9,0.27,0.25,0.94,0.6,1.0,0.97,0.58,1.0,0.95,0.94,0.96,0.4,0.7,0.82,0.7
jaxlib.csv,0.5,0.13,0.25,0.69,0.12,0.82,0.5,0.57,0.2,1.0,0.25,0.27,1.0,0.29,0.5,0.27,0.6,0.77,0.18,0.52
jvcl.csv,0.5,0.15,0.5,0.56,0.22,0.27,0.75,0.06,0.7,0.0,0.24,0.54,0.5,0.19,0.39,0.81,0.2,0.63,0.68,0.27
kaffeine.csv,1.0,0.15,0.25,1.0,0.84,0.73,0.79,0.37,0.1,1.0,0.8,0.79,1.0,0.67,1.0,0.96,0.72,0.9,0.85,0.73
m-m-m.csv,0.5,0.28,0.5,0.69,0.41,0.82,0.79,0.76,0.6,1.0,0.63,0.85,1.0,0.57,0.78,0.96,0.56,0.84,0.68,0.48
myfaces.csv,0.5,0.62,1.0,0.69,0.24,0.55,0.96,0.25,0.1,0.0,0.51,0.71,1.0,0.14,0.61,1.0,0.64,0.74,0.41,0.27
nh3d.csv,1.0,0.62,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
poormans.csv,0.0,0.1,0.0,0.25,0.04,0.27,0.17,0.14,0.3,1.0,0.34,0.65,1.0,0.19,0.0,0.88,0.16,0.23,0.74,0.0
sarasvati.csv,0.5,0.28,0.5,0.31,0.12,0.73,0.25,0.25,0.0,1.0,0.39,0.6,1.0,0.48,0.56,0.88,0.64,0.7,0.21,0.39
smartgwt.csv,1.0,0.85,0.25,0.75,0.63,0.36,0.58,0.49,0.3,1.0,0.75,0.56,0.5,0.48,0.83,0.58,0.28,0.76,0.5,0.52
taokgame.csv,0.5,0.0,0.0,0.44,0.06,0.09,0.25,0.1,1.0,0.0,0.1,0.4,0.0,0.38,0.78,0.27,0.2,0.1,0.65,0.21
wgs-assembler.csv,1.0,0.56,0.75,0.38,0.37,0.82,0.62,0.04,0.9,1.0,0.43,0.75,1.0,0.67,0.56,0.96,0.48,0.34,0.65,0.67
