,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.65,0.53,0.56,0.59,0.77,0.67,0.71,0.06,0.68,0.72,0.63,0.72,0.76,0.77,0.65,0.53,0.51,0.68,0.7,0.59
decidr.csv,0.43,0.42,0.51,0.51,0.66,0.58,0.61,0.68,0.64,0.55,0.03,0.85,0.58,0.61,0.61,0.53,0.58,0.86,0.75,0.62
elmo.csv,0.97,0.0,1.0,1.0,1.0,1.0,0.91,0.99,0.98,1.0,0.92,1.0,0.99,1.0,0.96,0.97,1.0,1.0,0.91,0.92
gpac.csv,0.63,0.92,0.75,0.65,0.72,0.64,0.62,0.69,0.65,0.49,0.68,0.03,0.63,0.92,0.59,0.62,0.56,0.62,0.81,0.77
img-browse-sort.csv,0.79,0.65,0.86,0.76,0.65,0.73,0.68,0.94,0.91,0.65,0.79,0.86,0.89,0.81,0.62,0.7,0.54,0.0,0.83,0.85
jajuk.csv,0.51,0.55,0.53,0.02,0.56,0.6,0.6,0.62,0.51,0.69,0.56,0.73,0.52,0.7,0.47,0.66,0.6,0.56,0.73,0.68
ktc.csv,0.02,1.01,0.52,0.63,0.52,0.63,0.71,0.68,0.44,0.48,0.71,0.7,0.65,0.54,0.5,0.53,0.42,0.73,0.74,0.76
nativeclient.csv,0.59,1.06,0.67,0.53,0.73,0.57,0.59,0.76,0.53,0.53,0.69,0.69,0.64,0.42,0.76,0.61,0.47,0.83,0.77,0.03
neoengine.csv,0.52,0.99,0.05,0.6,0.66,0.78,0.69,0.85,0.54,0.59,0.74,0.63,0.65,0.94,0.59,0.61,0.75,0.57,0.55,0.67
nicepress.csv,0.58,1.0,0.61,0.75,0.71,0.68,0.83,0.7,0.53,0.06,0.74,0.66,0.75,0.94,0.62,0.57,0.59,0.79,0.64,0.78
omseek.csv,0.6,0.8,0.93,0.79,1.0,0.98,0.67,0.98,0.96,0.59,0.78,0.91,0.89,0.87,0.82,0.12,0.9,0.92,0.76,0.83
rosegarden.csv,0.43,1.01,0.54,0.62,0.53,0.71,0.77,0.59,0.06,0.69,0.74,0.69,0.61,0.74,0.58,0.57,0.54,0.93,0.61,0.79
sigil.csv,0.48,0.55,0.52,0.51,0.61,0.57,0.64,0.67,0.54,0.49,0.58,0.7,0.54,0.68,0.5,0.44,0.0,0.78,0.71,0.62
smarttag.csv,0.88,1.01,0.96,0.91,0.92,0.8,0.83,0.74,0.91,0.71,0.85,0.71,0.68,0.0,0.92,0.95,0.94,1.0,0.69,0.95
sylpheed-claws.csv,0.59,0.6,0.61,0.53,0.54,0.65,0.71,0.64,0.55,0.64,0.74,0.67,0.01,0.56,0.59,0.54,0.53,0.72,0.78,0.53
tango-cs.csv,0.54,0.62,0.6,0.66,0.53,0.54,0.76,1.0,0.51,0.71,0.66,0.68,0.83,0.66,0.59,0.51,0.64,0.89,0.02,0.78
vapor.csv,0.59,1.0,0.89,0.78,0.77,0.08,0.92,0.9,0.65,0.75,0.83,1.0,0.97,0.71,0.96,0.66,0.59,0.78,0.59,0.92
xemeiah.csv,0.43,0.66,0.53,0.44,0.55,0.49,0.61,0.58,0.53,0.42,0.67,0.66,0.61,0.86,0.04,0.53,0.57,0.61,0.8,0.76
zorannt.csv,0.79,0.68,0.67,0.57,0.04,0.86,0.71,0.83,0.81,0.76,0.9,0.66,0.66,0.87,0.63,0.74,0.66,0.63,0.97,0.7
zscreen.csv,0.53,0.86,0.56,0.7,0.64,0.65,0.02,0.64,0.57,0.57,0.89,0.66,0.68,0.85,0.63,0.68,0.57,0.74,0.79,0.68
