,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.67,0.8,0.63,0.73,0.78,0.64,0.37,0.98,0.7,0.83,0.66,0.82,0.79,0.79,0.72,0.73,0.85,0.54,0.56,0.52
decidr.csv,0.7,0.8,0.62,0.8,0.57,0.68,0.54,0.8,0.59,0.75,0.97,0.84,0.78,0.57,0.43,0.7,0.46,0.85,0.44,0.56
elmo.csv,0.03,1.0,0.0,0.0,0.0,0.0,0.13,0.01,0.03,0.0,0.09,0.0,0.01,0.0,0.04,0.03,0.0,0.0,0.09,0.09
gpac.csv,0.41,0.2,0.3,0.42,0.35,0.52,0.43,0.39,0.39,0.67,0.52,0.98,0.46,0.43,0.48,0.45,0.5,0.54,0.29,0.26
img-browse-sort.csv,0.22,0.4,0.16,0.24,0.39,0.28,0.33,0.06,0.1,0.36,0.22,0.14,0.12,0.21,0.4,0.33,0.48,1.0,0.18,0.16
jajuk.csv,0.58,0.6,0.54,0.98,0.65,0.52,0.52,0.77,0.53,0.42,0.55,0.32,0.67,0.43,0.73,0.45,0.62,0.69,0.53,0.34
ktc.csv,0.98,0.0,0.51,0.46,0.52,0.56,0.3,0.39,0.59,0.56,0.58,0.43,0.43,0.57,0.54,0.55,0.62,0.46,0.71,0.35
nativeclient.csv,0.84,0.0,0.75,0.82,0.65,0.6,0.41,0.59,0.74,0.72,0.84,0.62,0.44,0.71,0.66,0.73,0.88,0.85,0.64,1.0
neoengine.csv,0.6,1.0,0.96,0.49,0.35,0.52,0.54,0.88,0.6,0.5,0.27,0.55,0.79,0.14,0.58,0.48,0.4,0.62,0.69,0.46
nicepress.csv,0.43,0.0,0.42,0.26,0.3,0.4,0.17,0.37,0.5,0.94,0.27,0.39,0.57,0.07,0.4,0.45,0.42,0.23,0.42,0.22
omseek.csv,0.46,0.2,0.07,0.23,0.0,0.04,0.5,0.02,0.04,0.53,0.34,0.09,0.12,0.64,0.18,0.88,0.1,0.08,0.78,0.18
rosegarden.csv,0.59,0.0,0.5,0.38,0.48,0.36,0.37,0.46,0.94,0.33,0.28,0.45,0.47,0.29,0.43,0.45,0.48,0.08,0.47,0.22
sigil.csv,0.63,0.8,0.53,0.51,0.48,0.64,0.39,0.68,0.55,0.58,0.48,0.46,0.63,0.36,0.63,0.73,1.0,0.23,0.42,0.4
smarttag.csv,0.14,0.0,0.04,0.1,0.09,0.2,0.2,0.29,0.1,0.31,0.16,0.32,0.35,1.0,0.09,0.06,0.06,0.0,0.33,0.05
sylpheed-claws.csv,0.57,0.6,0.73,0.7,0.74,0.6,0.61,0.57,0.61,0.61,0.63,0.57,0.99,0.5,0.55,0.58,0.5,0.54,0.49,0.57
tango-cs.csv,0.49,0.4,0.43,0.37,0.52,0.64,0.41,0.0,0.56,0.5,0.35,0.36,0.18,0.43,0.51,0.55,0.37,0.15,0.98,0.24
vapor.csv,0.45,0.0,0.12,0.3,0.26,0.92,0.09,0.1,0.42,0.28,0.18,0.0,0.03,0.57,0.04,0.36,0.42,0.23,0.62,0.08
xemeiah.csv,0.63,0.4,0.69,0.6,0.48,0.6,0.39,0.59,0.58,0.64,0.35,0.54,0.64,0.21,0.96,0.52,0.46,0.54,0.78,0.26
zorannt.csv,0.23,0.4,0.35,0.56,0.96,0.48,0.52,0.72,0.19,0.36,0.61,0.46,0.55,0.93,0.49,0.33,0.35,0.69,0.87,0.57
zscreen.csv,0.72,0.8,0.62,0.81,0.74,0.72,0.98,0.77,0.73,0.58,0.96,0.77,0.79,1.0,0.75,0.79,0.96,1.0,0.47,0.35
