,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.61,0.72,0.62,0.66,0.56,0.59,0.41,0.97,0.61,0.61,0.61,0.61,0.56,0.56,0.63,0.69,0.75,0.53,0.54,0.54
decidr.csv,0.7,0.76,0.63,0.73,0.56,0.64,0.55,0.64,0.57,0.69,0.97,0.47,0.68,0.57,0.47,0.67,0.5,0.46,0.45,0.56
elmo.csv,0.04,1.0,0.0,0.0,0.0,0.0,0.16,0.01,0.04,0.0,0.11,0.0,0.01,0.0,0.05,0.04,0.0,0.0,0.11,0.11
gpac.csv,0.45,0.23,0.34,0.46,0.39,0.53,0.47,0.43,0.43,0.66,0.52,0.98,0.49,0.39,0.52,0.48,0.54,0.55,0.32,0.3
img-browse-sort.csv,0.26,0.44,0.19,0.28,0.43,0.32,0.38,0.07,0.12,0.41,0.26,0.17,0.15,0.25,0.45,0.37,0.52,1.0,0.21,0.19
jajuk.csv,0.6,0.61,0.57,0.98,0.63,0.54,0.54,0.66,0.57,0.45,0.57,0.36,0.65,0.45,0.7,0.48,0.6,0.65,0.51,0.39
ktc.csv,0.98,0.0,0.55,0.49,0.56,0.56,0.34,0.43,0.63,0.6,0.54,0.46,0.47,0.59,0.58,0.58,0.65,0.47,0.57,0.38
nativeclient.csv,0.71,0.0,0.63,0.73,0.56,0.6,0.46,0.53,0.69,0.68,0.64,0.57,0.47,0.71,0.54,0.65,0.78,0.49,0.53,0.99
neoengine.csv,0.61,0.05,0.97,0.52,0.4,0.48,0.53,0.46,0.61,0.53,0.31,0.55,0.66,0.17,0.58,0.51,0.42,0.61,0.66,0.48
nicepress.csv,0.48,0.0,0.47,0.3,0.35,0.44,0.2,0.41,0.54,0.95,0.31,0.43,0.52,0.09,0.45,0.5,0.47,0.27,0.46,0.26
omseek.csv,0.5,0.24,0.09,0.27,0.0,0.05,0.51,0.02,0.05,0.55,0.37,0.11,0.15,0.45,0.21,0.9,0.12,0.1,0.57,0.21
rosegarden.csv,0.63,0.0,0.54,0.43,0.53,0.4,0.4,0.5,0.95,0.38,0.32,0.47,0.5,0.33,0.48,0.5,0.52,0.1,0.5,0.26
sigil.csv,0.64,0.71,0.57,0.55,0.51,0.62,0.44,0.6,0.57,0.61,0.52,0.48,0.62,0.4,0.64,0.71,1.0,0.27,0.44,0.45
smarttag.csv,0.17,0.0,0.05,0.12,0.11,0.24,0.23,0.33,0.12,0.36,0.19,0.36,0.39,1.0,0.11,0.07,0.07,0.0,0.37,0.06
sylpheed-claws.csv,0.58,0.59,0.65,0.67,0.69,0.57,0.56,0.56,0.61,0.58,0.55,0.55,0.99,0.53,0.56,0.6,0.54,0.52,0.47,0.59
tango-cs.csv,0.53,0.45,0.48,0.42,0.56,0.63,0.43,0.0,0.59,0.5,0.4,0.4,0.21,0.46,0.54,0.58,0.42,0.18,0.98,0.28
vapor.csv,0.49,0.0,0.14,0.34,0.3,0.93,0.11,0.12,0.46,0.32,0.21,0.0,0.04,0.54,0.05,0.41,0.47,0.27,0.6,0.1
xemeiah.csv,0.66,0.44,0.66,0.64,0.52,0.62,0.44,0.59,0.6,0.66,0.4,0.54,0.61,0.24,0.97,0.56,0.5,0.55,0.53,0.3
zorannt.csv,0.27,0.44,0.4,0.57,0.97,0.43,0.51,0.5,0.23,0.39,0.42,0.49,0.54,0.42,0.51,0.37,0.4,0.62,0.17,0.54
zscreen.csv,0.68,0.44,0.61,0.63,0.64,0.63,0.98,0.65,0.67,0.59,0.38,0.64,0.64,0.47,0.65,0.63,0.77,0.64,0.46,0.39
