,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.56,0.49,0.42,0.52,0.74,0.56,0.33,0.06,0.6,0.7,0.54,0.7,0.74,0.74,0.59,0.45,0.49,0.5,0.54,0.34
decidr.csv,0.31,0.37,0.35,0.46,0.49,0.48,0.41,0.65,0.5,0.49,0.01,0.83,0.54,0.44,0.23,0.43,0.22,0.84,0.51,0.43
elmo.csv,0.05,0.0,0.02,0.01,0.04,0.03,0.26,0.02,0.14,0.01,0.12,0.06,0.0,0.03,0.01,0.07,0.03,0.03,0.03,0.12
gpac.csv,0.22,0.46,0.28,0.31,0.3,0.42,0.26,0.33,0.22,0.36,0.48,0.02,0.32,0.72,0.27,0.3,0.24,0.42,0.39,0.21
img-browse-sort.csv,0.13,0.24,0.17,0.08,0.22,0.14,0.07,0.0,0.1,0.13,0.08,0.06,0.06,0.21,0.15,0.21,0.16,0.0,0.14,0.09
jajuk.csv,0.29,0.37,0.27,0.01,0.44,0.35,0.37,0.57,0.2,0.36,0.35,0.26,0.4,0.41,0.38,0.37,0.46,0.47,0.57,0.18
ktc.csv,0.01,0.12,0.16,0.32,0.21,0.45,0.15,0.31,0.17,0.19,0.58,0.4,0.31,0.33,0.18,0.28,0.16,0.5,0.68,0.39
nativeclient.csv,0.56,0.36,0.62,0.49,0.64,0.41,0.07,0.63,0.46,0.45,0.67,0.57,0.31,0.31,0.68,0.54,0.46,0.82,0.68,0.03
neoengine.csv,0.33,0.99,0.01,0.31,0.12,0.62,0.52,0.84,0.37,0.32,0.12,0.45,0.61,0.38,0.41,0.34,0.46,0.42,0.45,0.39
nicepress.csv,0.12,0.07,0.18,0.1,0.13,0.31,0.0,0.31,0.19,0.0,0.13,0.26,0.62,0.15,0.15,0.17,0.11,0.16,0.28,0.12
omseek.csv,0.27,0.01,0.01,0.19,0.02,0.18,0.44,0.02,0.05,0.35,0.41,0.06,0.11,0.79,0.04,0.0,0.0,0.05,0.72,0.13
rosegarden.csv,0.14,0.16,0.2,0.07,0.12,0.3,0.44,0.24,0.0,0.16,0.19,0.4,0.31,0.21,0.14,0.17,0.16,0.11,0.29,0.11
sigil.csv,0.29,0.51,0.22,0.15,0.32,0.44,0.19,0.59,0.31,0.26,0.27,0.45,0.4,0.23,0.33,0.34,0.0,0.11,0.42,0.16
smarttag.csv,0.17,0.13,0.02,0.09,0.07,0.08,0.22,0.2,0.15,0.14,0.12,0.19,0.19,0.0,0.15,0.14,0.0,0.05,0.19,0.02
sylpheed-claws.csv,0.39,0.45,0.54,0.43,0.47,0.51,0.59,0.47,0.39,0.51,0.64,0.51,0.01,0.26,0.38,0.33,0.16,0.55,0.59,0.3
tango-cs.csv,0.17,0.16,0.18,0.17,0.22,0.41,0.48,0.02,0.27,0.51,0.1,0.23,0.09,0.33,0.32,0.22,0.03,0.29,0.0,0.19
vapor.csv,0.23,0.0,0.13,0.36,0.23,0.01,0.15,0.08,0.29,0.22,0.17,0.02,0.05,0.56,0.04,0.17,0.11,0.13,0.45,0.11
xemeiah.csv,0.22,0.28,0.42,0.17,0.17,0.28,0.04,0.41,0.33,0.22,0.16,0.47,0.5,0.36,0.0,0.21,0.19,0.39,0.77,0.17
zorannt.csv,0.18,0.31,0.13,0.36,0.0,0.69,0.52,0.78,0.06,0.41,0.81,0.38,0.49,0.87,0.37,0.33,0.11,0.55,0.96,0.56
zscreen.csv,0.45,0.84,0.41,0.67,0.58,0.59,0.0,0.59,0.5,0.39,0.89,0.62,0.64,0.85,0.58,0.65,0.57,0.74,0.58,0.19
