,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.43,0.36,0.0,0.9,0.36,0.65,0.0,0.02,0.65,0.04,0.08,0.48,0.0,0.1,0.03
fontforge.csv,0.94,0.77,1.0,1.0,0.99,0.55,0.98,0.19,0.9,1.0,0.39,0.92,0.59,0.87,1.0,0.98
glas.csv,0.67,0.66,0.19,0.33,0.88,0.74,0.62,0.74,0.67,0.57,0.7,0.77,0.62,0.38,0.51,0.51
hannosset.csv,0.33,0.18,0.03,0.04,0.43,0.28,0.25,0.55,0.6,0.2,0.17,0.15,0.17,0.11,0.23,0.14
hatari.csv,0.75,0.64,0.31,0.73,0.92,0.6,0.79,0.97,0.89,0.82,0.17,0.95,0.86,0.85,0.7,0.59
jaolt.csv,0.47,0.59,0.14,0.64,0.14,0.26,0.37,0.58,0.4,0.08,0.26,0.8,0.41,0.22,0.29,0.19
ltp.csv,0.24,0.64,0.86,0.71,0.43,0.49,0.75,0.35,0.57,0.5,0.3,0.39,0.62,0.38,0.78,0.66
mia.csv,0.35,0.0,0.36,0.76,0.12,0.14,0.46,0.48,0.62,0.98,0.04,0.19,0.07,0.04,0.09,0.26
net-snmp.csv,0.39,0.42,0.22,0.67,0.59,0.72,0.37,1.0,0.81,0.85,0.74,0.64,0.66,0.75,0.41,0.34
opde.csv,1.0,0.35,1.0,0.31,0.8,0.5,0.27,0.77,0.63,0.0,0.17,0.94,0.62,0.11,0.81,0.45
oppna-program-hsatools.csv,0.67,0.42,0.56,1.0,0.7,0.35,0.83,1.0,0.82,0.95,0.17,0.99,0.59,0.16,0.19,0.62
powerfolder-.csv,0.82,0.22,0.53,0.96,0.87,0.28,0.38,0.19,0.86,0.9,0.61,0.99,0.24,0.33,0.17,0.57
qlc.csv,0.0,0.49,0.0,0.58,0.91,0.22,0.19,0.0,0.37,0.6,0.0,0.74,0.1,0.07,0.23,0.14
quantlib.csv,1.0,0.0,0.0,0.0,1.0,0.14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27
tcl.csv,0.49,0.65,0.61,0.76,0.48,0.36,0.5,0.0,0.23,0.48,0.52,0.57,0.59,0.67,0.29,0.67
