,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,2.0,8.0,60.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0
bdbbasic.csv,3.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
bibletime.csv,0.0,35.0,20.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0,52.0
crux-framework.csv,105.0,155.0,411.0,70.0,82.0,116.0,67.0,168.0,153.0,79.0,0.0
etherboot.csv,0.0,25.0,18.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,24.0
gnukeda.csv,6.0,18.0,13.0,0.0,4.0,5.0,4.0,1.0,0.0,0.0,58.0
google-gears.csv,0.0,20.0,17.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,38.0
jnode.csv,105.0,155.0,0.0,0.0,82.0,116.0,0.0,168.0,2.0,79.0,111.0
openmeetings.csv,2.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,18.0
pgui.csv,14.0,28.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
wxcrp.csv,0.0,14.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,47.0
