,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.05,0.7,1.15,0.94,0.9,0.87,0.88,0.66
apolloplayer.csv,0.74,0.08,1.04,1.02,0.89,0.67,0.76,0.89
k3d.csv,0.96,0.7,1.0,0.69,0.92,0.0,1.0,1.01
kowari.csv,0.98,0.97,1.0,1.01,0.9,0.99,0.0,0.81
redshell.csv,0.96,1.0,0.95,1.0,0.12,0.86,0.94,0.91
rtb-team.csv,0.64,0.54,1.03,0.07,0.8,0.64,0.76,0.56
xreal.csv,1.0,0.92,1.0,0.67,0.96,0.97,1.0,0.0
