,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.4,0.66,0.57,0.68,0.5,0.63,0.69,0.33,0.0,0.21,0.67,0.66,0.05,0.73,0.69,0.24,0.47,1.0,0.05,0.21
bl-toolkit.csv,0.63,0.46,0.39,0.44,0.46,0.97,0.52,0.46,0.54,0.54,0.63,0.52,0.55,0.38,0.57,0.3,0.4,0.5,0.52,0.52
capcode.csv,1.0,0.05,0.41,0.16,0.0,0.15,0.2,0.04,0.09,0.27,0.02,0.24,0.0,0.01,0.35,0.07,0.4,0.04,0.16,0.05
gebr.csv,0.44,0.59,0.62,0.66,0.43,0.67,0.74,0.57,0.61,0.61,0.96,0.58,0.24,0.71,0.72,0.51,0.61,0.27,0.41,0.55
gpac.csv,0.29,0.36,0.31,0.09,0.54,0.19,0.51,0.37,0.97,0.42,0.22,0.26,0.32,0.38,0.37,0.33,0.34,0.51,0.34,0.47
gretl.csv,0.59,0.63,0.62,0.62,0.72,0.45,0.65,0.66,0.48,0.63,0.67,0.99,0.39,0.67,0.68,0.62,0.51,0.69,0.32,0.53
kindb.csv,0.58,0.62,0.4,0.44,0.69,0.55,0.69,0.66,0.58,0.54,0.54,0.65,0.7,0.68,0.73,0.98,0.44,0.55,0.57,0.62
kowari.csv,0.0,0.0,0.0,0.09,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.88,0.02,0.01,0.04,0.01,0.0,0.0,0.0
libtorrent.csv,0.17,0.63,0.17,0.52,0.4,0.32,0.61,0.75,0.33,0.05,0.66,0.69,0.17,0.99,0.39,0.39,0.44,0.71,0.43,0.63
linuxsh.csv,0.0,0.34,0.93,0.0,0.17,0.44,0.47,0.38,0.4,0.17,0.28,0.17,0.0,0.42,0.45,0.25,0.02,0.47,0.47,0.39
lmms.csv,0.29,0.98,0.45,0.55,0.51,0.58,0.68,0.57,0.46,0.48,0.6,0.73,0.71,0.58,0.41,0.53,0.48,0.62,0.44,0.62
lufa-lib.csv,0.49,0.39,0.56,0.72,0.28,0.56,0.63,0.48,0.36,0.24,0.28,0.5,0.17,0.36,0.66,0.48,0.97,0.43,0.27,0.47
mbse.csv,0.45,0.35,0.21,0.23,0.57,0.3,0.4,0.25,0.55,0.96,0.48,0.42,0.47,0.44,0.48,0.58,0.41,0.37,0.36,0.54
mcmc-jags.csv,0.5,0.54,0.64,1.0,0.17,0.52,0.7,0.54,0.43,0.39,0.4,0.59,0.76,0.56,0.61,0.56,0.46,0.39,0.31,0.58
miranda.csv,0.37,0.57,0.49,0.38,0.37,0.28,0.43,0.63,0.51,0.38,0.44,0.31,0.46,0.55,0.56,0.71,0.2,0.6,0.31,0.99
modellus.csv,0.29,0.32,0.55,0.45,0.28,0.38,0.37,0.41,0.31,0.37,0.37,0.46,0.17,0.35,0.97,0.51,0.45,0.47,0.44,0.47
mplayer-ce.csv,0.44,0.5,0.62,0.65,0.54,0.6,0.59,0.53,0.42,0.52,0.45,0.51,0.65,0.55,0.52,0.53,0.34,0.56,0.98,0.55
nicepress.csv,0.29,0.26,0.21,0.16,0.33,0.15,0.97,0.21,0.25,0.55,0.23,0.45,0.45,0.19,0.02,0.21,0.29,0.48,0.5,0.3
sbml.csv,0.61,0.61,0.38,0.44,0.65,0.66,0.58,0.98,0.57,0.6,0.55,0.62,0.78,0.72,0.47,0.79,0.44,0.6,0.56,0.61
scite-ru.csv,0.3,0.63,0.55,0.66,0.8,0.53,0.66,0.62,0.51,0.55,0.41,0.38,0.57,0.59,0.66,0.51,0.56,0.68,0.42,0.64
