,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.89,0.61,0.74,0.42,0.82,0.65,0.6,0.91,1.0,0.95,0.53,0.59,0.99,0.57,0.61,0.94,0.84,0.0,0.99,0.95
bl-toolkit.csv,0.6,0.68,0.73,0.64,0.67,0.04,0.61,0.79,0.76,0.79,0.59,0.8,0.68,0.69,0.55,0.8,0.9,0.67,0.73,0.64
capcode.csv,0.0,0.97,0.64,0.87,1.0,0.88,0.84,0.97,0.94,0.78,0.98,0.8,1.01,0.99,0.75,0.94,0.67,0.97,0.87,0.96
gebr.csv,0.86,0.74,0.71,0.65,0.81,0.48,0.49,0.78,0.71,0.74,0.05,0.71,0.94,0.54,0.6,0.73,0.72,0.93,0.88,0.78
gpac.csv,0.77,0.74,0.76,0.94,0.58,0.84,0.57,0.69,0.04,0.66,0.82,0.81,0.82,0.69,0.76,0.73,0.75,0.63,0.78,0.76
gretl.csv,0.69,0.56,0.68,0.67,0.64,0.66,0.68,0.5,0.84,0.71,0.41,0.07,0.9,0.44,0.6,0.75,0.81,0.56,0.92,0.81
kindb.csv,0.75,0.48,0.72,0.65,0.59,0.55,0.44,0.55,0.71,0.58,0.56,0.5,0.68,0.49,0.47,0.03,0.81,0.56,0.62,0.61
kowari.csv,1.0,1.0,1.0,0.93,1.0,0.98,1.0,0.95,1.0,1.0,1.0,1.0,0.14,0.98,0.99,1.06,0.99,1.0,1.0,1.0
libtorrent.csv,0.96,0.69,0.97,0.78,0.89,0.92,0.68,0.52,0.92,0.99,0.59,0.55,0.96,0.06,0.89,0.88,0.83,0.59,0.86,0.73
linuxsh.csv,1.0,0.74,0.09,1.0,0.86,0.74,0.65,0.69,0.79,0.87,0.76,0.86,1.0,0.65,0.62,0.8,0.99,0.59,0.66,0.68
lmms.csv,0.82,0.04,0.86,0.57,0.72,0.74,0.53,0.63,0.85,0.84,0.49,0.4,0.59,0.73,0.66,0.81,0.76,0.52,0.86,0.66
lufa-lib.csv,0.75,0.69,0.59,0.41,0.8,0.53,0.54,0.81,0.75,0.81,0.77,0.63,0.89,0.76,0.43,0.73,0.03,0.64,0.81,0.65
mbse.csv,0.68,0.79,0.84,0.89,0.62,0.81,0.68,0.79,0.63,0.05,0.8,0.76,0.64,0.66,0.58,0.49,0.78,0.73,0.72,0.63
mcmc-jags.csv,0.82,0.6,0.71,0.0,0.87,0.62,0.47,0.75,0.68,0.68,0.65,0.68,0.5,0.55,0.67,0.56,0.63,0.69,0.75,0.55
miranda.csv,0.73,0.55,0.61,0.67,0.73,0.78,0.65,0.6,0.7,0.78,0.62,0.73,0.66,0.64,0.51,0.35,0.85,0.54,0.75,0.01
modellus.csv,0.78,0.75,0.73,0.6,0.81,0.73,0.7,0.76,0.78,0.69,0.77,0.86,0.87,0.73,0.04,0.56,0.86,0.66,0.75,0.62
mplayer-ce.csv,0.75,0.82,0.58,0.61,0.77,0.67,0.61,0.79,0.91,0.69,0.86,0.8,0.58,0.69,0.68,0.77,0.76,0.76,0.03,0.67
nicepress.csv,0.78,0.79,0.85,0.87,0.73,0.88,0.04,0.82,0.8,0.76,0.81,0.67,0.7,0.84,0.98,0.83,0.9,0.58,0.73,0.78
sbml.csv,0.63,0.51,0.79,0.64,0.62,0.6,0.53,0.03,0.76,0.69,0.55,0.54,0.58,0.46,0.62,0.28,0.82,0.51,0.73,0.62
scite-ru.csv,0.92,0.71,0.75,0.65,0.24,0.8,0.66,0.71,0.61,0.64,0.64,0.68,0.77,0.5,0.65,0.59,0.58,0.65,0.7,0.57
