,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.0,0.0,3.0,0.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,2.0,7.0,0.0,0.0,4.0
bl-toolkit.csv,9.0,3.0,3.0,1.0,5.0,0.0,5.0,6.0,5.0,2.0,0.0,1.0,18.0,0.0,3.0,4.0,8.0,0.0,0.0,6.0
capcode.csv,0.0,2.0,1.0,0.0,72.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,84.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
gebr.csv,23.0,3.0,5.0,8.0,13.0,0.0,1.0,3.0,0.0,15.0,0.0,2.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
gpac.csv,4.0,2.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,14.0,1.0,0.0,1.0,6.0,0.0,5.0,1.0
gretl.csv,11.0,2.0,3.0,0.0,3.0,2.0,10.0,4.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0
kindb.csv,12.0,0.0,4.0,6.0,3.0,0.0,5.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
kowari.csv,82.0,206.0,65.0,0.0,72.0,0.0,104.0,1.0,102.0,262.0,135.0,173.0,0.0,0.0,2.0,7.0,3.0,79.0,627.0,337.0
libtorrent.csv,0.0,0.0,3.0,11.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0
linuxsh.csv,82.0,2.0,0.0,56.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,84.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0
lmms.csv,5.0,0.0,26.0,0.0,6.0,0.0,13.0,1.0,0.0,43.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0
lufa-lib.csv,11.0,5.0,4.0,0.0,6.0,0.0,7.0,6.0,0.0,3.0,0.0,1.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
mbse.csv,2.0,5.0,4.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0
mcmc-jags.csv,0.0,0.0,4.0,0.0,7.0,2.0,3.0,7.0,0.0,4.0,0.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0
miranda.csv,8.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,6.0,24.0,2.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
modellus.csv,4.0,2.0,4.0,0.0,2.0,1.0,5.0,2.0,0.0,10.0,1.0,2.0,9.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0
mplayer-ce.csv,0.0,2.0,2.0,0.0,8.0,0.0,7.0,8.0,0.0,36.0,0.0,2.0,5.0,0.0,12.0,1.0,6.0,0.0,0.0,2.0
nicepress.csv,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,2.0,0.0,9.0,0.0,3.0,0.0
sbml.csv,9.0,0.0,10.0,0.0,3.0,0.0,8.0,0.0,1.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
scite-ru.csv,0.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0
