,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.74,0.47,0.0,0.41,0.6,0.57,0.37,0.79,0.34,0.16,0.37,0.04,0.74,0.12,0.2,0.51
elateportal.csv,0.76,0.53,0.52,0.78,0.62,0.5,0.48,0.75,0.5,0.32,0.32,0.98,0.83,0.77,0.32,0.57
gmerlin.csv,0.8,0.87,0.0,0.0,0.0,0.57,0.41,0.0,0.54,0.38,0.0,0.94,0.87,0.0,0.14,0.58
gretl.csv,0.78,0.78,0.42,0.82,0.69,0.3,0.46,0.72,0.45,0.3,0.31,0.22,0.86,0.82,0.59,0.6
illumination.csv,0.05,0.88,0.0,0.0,0.0,0.58,0.03,0.0,0.0,0.7,0.0,0.94,0.69,0.0,0.07,0.58
mpgravity.csv,0.77,0.88,0.53,0.69,0.26,0.57,0.48,0.73,0.42,0.33,0.39,0.95,0.84,0.03,0.71,0.62
nativeclient.csv,0.59,0.7,0.41,0.71,0.53,0.39,0.29,0.63,0.32,0.31,0.37,0.16,0.77,0.49,0.7,0.61
natpad.csv,0.79,0.22,0.14,0.75,0.41,0.48,0.38,0.53,0.44,0.3,0.36,0.4,0.77,0.85,0.41,0.64
ogre.csv,0.13,0.88,0.34,0.63,0.97,0.23,0.49,0.8,0.48,0.31,0.32,0.94,0.69,0.48,0.69,0.52
open-ms.csv,0.41,0.63,0.41,0.61,0.62,0.39,0.26,0.81,0.43,0.38,0.4,0.95,0.67,0.47,0.45,0.52
openmsx.csv,0.18,0.82,0.13,0.0,0.35,0.54,0.55,0.6,0.37,0.31,0.04,0.93,0.8,0.0,0.25,0.38
oppna-program-hsatools.csv,0.32,0.91,0.34,0.75,0.84,0.25,0.39,0.82,0.41,0.28,0.35,0.28,0.68,0.67,0.75,0.5
sandiaportals.csv,0.76,0.4,0.33,0.75,0.19,0.55,0.46,0.32,0.35,0.09,0.33,0.0,0.87,0.69,0.58,0.7
sauerbraten.csv,0.78,0.8,0.37,0.91,0.99,0.5,0.57,0.86,0.49,0.33,0.34,0.92,0.85,0.98,0.74,0.57
yarp.csv,0.31,0.59,0.0,0.0,0.07,0.64,0.06,0.1,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.0
zemljanka.csv,0.71,0.9,0.0,0.73,0.84,0.55,0.53,0.78,0.41,0.37,0.33,0.91,0.69,0.9,0.66,0.54
