,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0
elateportal.csv,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,12.0,0.0,2.0,0.0,1.0,0.0
gmerlin.csv,0.0,2.0,52.0,173.0,226.0,0.0,0.0,105.0,0.0,4.0,436.0,3.0,2.0,210.0,0.0,0.0
gretl.csv,4.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,5.0,31.0,3.0,2.0,0.0,0.0,0.0
illumination.csv,0.0,1.0,52.0,173.0,226.0,0.0,1.0,105.0,97.0,0.0,436.0,3.0,4.0,210.0,1.0,1.0
mpgravity.csv,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,2.0,1.0,0.0,0.0,0.0
nativeclient.csv,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0
natpad.csv,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0
ogre.csv,3.0,1.0,7.0,2.0,0.0,3.0,1.0,1.0,2.0,7.0,18.0,3.0,3.0,0.0,0.0,1.0
open-ms.csv,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0
openmsx.csv,1.0,1.0,6.0,173.0,0.0,2.0,1.0,0.0,2.0,6.0,1.0,3.0,3.0,210.0,1.0,1.0
oppna-program-hsatools.csv,2.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,16.0,24.0,5.0,2.0,0.0,0.0,1.0
sandiaportals.csv,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,30.0,49.0,1.0,0.0,1.0,0.0
sauerbraten.csv,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,8.0,6.0,24.0,2.0,4.0,0.0,0.0,1.0
yarp.csv,1.0,2.0,52.0,173.0,0.0,0.0,0.0,0.0,97.0,3.0,8.0,49.0,70.0,210.0,248.0,106.0
zemljanka.csv,6.0,2.0,52.0,1.0,0.0,2.0,2.0,1.0,8.0,8.0,17.0,3.0,3.0,0.0,6.0,1.0
