,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.65,0.72,1.0,0.74,1.15,1.0,0.73,0.55,0.73,0.86,0.58,0.99,0.41,0.94,0.89,0.59
elateportal.csv,1.0,0.94,0.47,0.61,0.74,0.94,0.91,0.88,0.84,0.72,0.65,0.05,0.84,0.76,0.8,0.52
gmerlin.csv,0.63,1.0,1.0,1.0,1.0,1.0,0.69,1.0,0.51,0.68,1.0,1.0,0.78,1.0,0.93,0.92
gretl.csv,0.88,0.56,0.67,0.45,1.1,0.8,0.75,0.58,0.81,0.72,0.78,1.09,0.42,0.73,0.64,0.64
illumination.csv,0.98,0.75,1.0,1.0,1.0,0.95,0.99,1.0,1.0,0.22,1.0,1.0,0.94,1.0,0.97,0.98
mpgravity.csv,0.96,0.96,0.41,0.5,1.31,0.97,0.68,0.75,0.75,0.85,0.56,0.83,0.78,0.99,0.61,0.65
nativeclient.csv,0.56,0.49,0.76,0.48,0.81,0.71,0.8,0.55,0.76,0.68,0.61,0.97,0.42,0.75,0.45,0.48
natpad.csv,0.75,0.9,0.92,0.51,1.24,0.75,0.75,0.67,0.64,0.68,0.59,0.75,0.38,0.92,0.74,0.45
ogre.csv,0.93,0.5,1.0,0.77,0.05,0.85,0.64,0.82,0.67,0.88,0.8,1.0,0.85,0.71,0.85,0.76
open-ms.csv,0.74,0.54,0.57,0.57,1.14,0.71,0.84,0.64,0.65,0.57,0.55,0.67,0.55,0.73,0.7,0.58
openmsx.csv,0.9,0.46,0.92,1.0,0.79,0.9,0.54,0.6,0.7,0.72,0.98,0.83,0.85,1.0,0.86,0.79
oppna-program-hsatools.csv,0.8,0.19,1.0,0.58,1.03,0.84,0.72,0.85,0.69,0.75,0.84,1.17,0.72,0.54,0.94,0.85
sandiaportals.csv,0.96,0.89,0.75,0.56,1.02,0.92,0.67,0.81,0.74,0.98,0.63,1.0,0.28,0.9,0.6,0.41
sauerbraten.csv,0.43,0.55,1.0,1.0,1.0,0.76,0.98,1.0,1.0,0.86,0.97,0.83,1.0,1.0,1.0,1.0
yarp.csv,0.82,0.78,1.0,1.0,1.09,0.43,0.97,0.95,1.0,0.81,0.84,1.0,1.0,1.0,1.0,1.0
zemljanka.csv,0.97,0.96,1.01,0.75,0.57,0.95,0.78,0.79,0.78,0.82,0.8,1.0,0.94,0.18,0.88,0.78
