,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.48,0.53,0.48,0.51,0.67,0.56,0.51,0.83,0.83,0.8,0.52,0.5,0.52
grafx2.csv,0.36,0.45,0.51,0.64,0.5,0.49,0.54,0.42,0.33,0.33,0.44,0.42,0.45
jahshakafx.csv,0.33,0.45,0.4,0.39,0.39,0.39,0.45,0.79,0.42,0.28,0.38,0.36,0.4
kftpgrabber.csv,0.41,1.0,0.92,0.86,0.39,0.43,0.86,0.43,0.5,0.86,0.42,0.4,0.67
kindb.csv,0.34,0.42,0.44,0.4,0.36,0.38,0.48,0.47,0.5,0.33,0.38,0.75,0.43
maya-work-in-progress.csv,0.44,0.45,0.43,0.59,0.42,0.37,0.46,0.38,0.48,0.33,0.39,0.38,0.43
netatalk.csv,0.48,0.5,0.48,0.54,0.52,0.4,0.52,0.59,0.43,0.34,0.51,0.45,0.53
nullc.csv,0.51,0.49,0.41,0.53,0.5,0.5,0.83,0.7,0.42,0.53,0.42,0.75,0.61
plee-the-bear.csv,0.38,0.62,0.53,0.83,0.45,0.38,0.52,0.42,0.57,0.55,0.44,0.41,0.46
reaper-ecad.csv,0.87,0.99,0.96,0.65,0.67,0.97,0.0,0.0,0.0,0.5,0.92,0.67,0.8
unimrcp.csv,0.46,0.49,0.48,0.54,0.47,0.43,0.52,0.45,0.38,0.33,0.39,0.54,0.5
unladen-swallow.csv,0.83,0.55,0.64,0.9,0.57,0.5,0.62,0.37,0.4,0.36,0.44,0.39,0.83
xmoto.csv,0.44,0.53,0.54,0.83,0.47,0.52,0.61,0.73,0.38,0.4,0.44,0.41,0.45
