,recall,precision,pf,pci_20,ifa,wins
emeraldemu.csv,0.57,0.6,0.19,0.52,2.0,10
grafx2.csv,0.71,0.53,0.27,0.45,1.0,9
jahshakafx.csv,0.67,0.58,0.24,0.39,2.0,7
kftpgrabber.csv,0.37,0.56,0.09,0.5,4.0,3
kindb.csv,0.71,0.53,0.3,0.42,1.0,8
maya-work-in-progress.csv,0.84,0.38,0.44,0.43,1.0,4
netatalk.csv,0.77,0.37,0.57,0.5,2.0,0
nullc.csv,0.61,0.45,0.25,0.51,2.0,5
plee-the-bear.csv,0.59,0.41,0.43,0.46,1.0,1
reaper-ecad.csv,0.14,0.61,0.03,0.67,1.0,12
unimrcp.csv,0.7,0.5,0.26,0.47,2.0,6
unladen-swallow.csv,0.46,0.53,0.18,0.55,1.0,11
xmoto.csv,0.58,0.46,0.33,0.47,2.0,2
