,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.53,0.27,0.55,0.81,0.09,0.2,0.26,0.04,0.0,0.0,0.19,0.0,0.11
grafx2.csv,0.38,0.36,0.35,0.27,0.18,0.29,0.15,0.46,0.16,0.25,0.24,0.24,0.39
jahshakafx.csv,0.27,0.24,0.44,0.3,0.09,0.44,0.11,0.07,0.11,0.12,0.27,0.32,0.18
kftpgrabber.csv,0.25,0.09,0.02,0.04,0.27,0.45,0.02,0.23,0.05,0.0,0.27,0.32,0.09
kindb.csv,0.34,0.37,0.77,0.43,0.27,0.46,0.09,0.2,0.16,0.19,0.55,0.03,0.3
maya-work-in-progress.csv,0.67,0.35,0.39,0.16,0.73,0.6,0.17,0.62,0.66,0.44,0.4,0.66,0.43
netatalk.csv,0.58,0.88,0.78,0.99,0.36,0.57,0.74,0.3,0.53,0.5,0.6,0.29,0.43
nullc.csv,0.65,0.97,0.98,0.82,0.0,0.34,0.02,0.14,0.18,0.12,0.63,0.24,0.25
plee-the-bear.csv,0.29,0.19,0.24,0.03,0.55,0.75,0.06,0.46,0.71,0.62,0.32,0.61,0.43
reaper-ecad.csv,0.07,0.04,0.04,0.22,0.0,0.04,0.0,0.0,0.0,0.0,0.11,0.03,0.0
unimrcp.csv,0.63,0.57,0.36,0.52,0.18,0.35,0.13,0.26,0.08,0.12,0.42,0.16,0.16
unladen-swallow.csv,0.09,0.2,0.18,0.05,0.18,0.32,0.09,0.34,0.13,0.25,0.26,0.34,0.11
xmoto.csv,0.33,0.38,0.33,0.02,0.36,0.33,0.28,0.26,0.21,0.75,0.24,1.0,0.23
