,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.32,0.99,0.18,0.65,0.75,0.77,0.56,0.91,0.0,0.0,0.72,0.33
ivatamasks.csv,0.26,1.0,0.07,0.81,0.67,0.88,0.47,0.72,0.56,0.01,0.71,0.96
orc.csv,0.12,1.0,0.28,0.76,0.47,0.83,0.63,1.0,0.0,0.02,0.81,0.71
plato.csv,0.26,0.99,0.08,0.7,0.66,0.95,0.45,0.75,0.56,0.01,0.73,0.96
proftp.csv,0.0,1.0,0.22,0.55,0.75,0.77,0.74,0.96,0.0,0.0,0.79,0.0
tycho.csv,0.08,0.99,0.18,0.69,0.76,0.91,0.45,0.81,0.82,0.02,0.7,0.84
uclmda.csv,0.0,1.0,0.03,0.0,0.64,0.67,0.31,1.0,0.53,0.0,0.44,1.0
umber.csv,0.89,0.98,0.1,0.75,0.59,0.84,0.48,0.72,0.32,0.01,0.84,0.97
unicase.csv,0.55,1.0,0.11,0.67,0.66,0.86,0.47,0.84,0.51,0.01,0.84,0.5
vienna-add-in.csv,0.33,0.98,0.06,0.66,0.81,0.82,0.0,0.68,0.62,0.0,0.63,0.98
wpdev.csv,0.26,1.0,0.1,0.68,0.66,0.84,0.45,0.72,0.56,0.01,0.73,0.96
