,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,1.0,0.99,1.0,1.0,1.0,0.0
irrlicht.csv,1.01,0.04,1.0,0.79,0.64,0.85
qedo.csv,0.95,0.84,1.0,1.0,0.05,1.0
qse.csv,0.47,0.7,0.06,0.49,1.09,0.63
toped.csv,0.0,0.84,0.75,0.7,0.83,0.61
truevision.csv,0.87,0.65,0.53,0.05,0.88,0.73
