,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,1.0,0.0,0.0,0.0,1.0
irrlicht.csv,0.83,0.99,0.42,0.39,0.1,0.07
qedo.csv,0.75,0.85,0.0,0.0,1.0,0.0
qse.csv,0.91,0.78,1.0,0.52,0.0,0.13
toped.csv,1.0,0.77,0.48,0.35,0.06,0.33
truevision.csv,0.82,0.8,0.55,1.0,0.09,0.13
