,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.01,0.0,0.0,0.0,1.0
irrlicht.csv,0.0,0.98,0.0,0.56,0.52,0.4
qedo.csv,0.07,0.19,0.0,0.0,0.96,0.0
qse.csv,0.76,0.5,0.95,0.63,0.0,0.67
toped.csv,1.0,0.48,0.61,0.47,0.41,0.45
truevision.csv,0.45,0.55,0.65,0.96,0.41,0.65
