,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.55,0.47,0.47,0.34,0.32,0.37,0.5,0.4
cornerstone.csv,0.96,0.67,0.8,0.43,0.96,0.83,0.43,0.76
frogatto.csv,0.5,0.33,0.35,0.32,0.33,0.36,0.41,0.35
novembre.csv,0.69,0.56,0.52,0.43,0.86,0.39,0.61,0.45
ns-3.csv,0.44,0.33,0.46,0.48,0.39,0.51,0.39,0.38
open-beos.csv,0.52,0.34,0.49,0.52,0.38,0.4,0.44,0.37
planeshift.csv,0.45,0.34,0.39,0.45,0.37,0.43,0.42,0.36
sbml.csv,0.4,0.35,0.41,0.34,0.32,0.36,0.41,0.38
