,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.7,0.63,0.11,0.61,0.6,0.72,0.62,0.44,0.39,0.73,0.69,0.64,0.67,0.72
autowikibrowser.csv,0.76,0.66,0.41,0.66,0.63,0.59,0.68,0.64,0.55,0.55,0.69,0.69,0.67,0.61
cities3d.csv,0.45,0.05,0.18,0.55,0.27,0.64,0.01,0.46,0.0,0.3,0.27,0.53,0.0,0.05
kmatplot.csv,0.77,0.19,0.6,0.59,0.32,0.74,0.21,0.28,0.0,0.36,0.65,0.51,0.16,0.38
libarchive.csv,0.69,0.56,0.79,0.37,0.57,0.21,0.49,0.69,0.54,0.53,0.64,0.69,0.6,0.69
lphant.csv,0.64,0.63,0.31,0.59,0.6,0.7,0.59,0.62,0.51,0.35,0.76,0.76,0.6,0.57
mob-sen-plat.csv,0.64,0.62,0.76,0.57,0.61,0.62,0.59,0.67,0.57,0.56,0.59,0.34,0.48,0.58
mscore.csv,0.66,0.21,0.68,0.35,0.09,0.68,0.7,0.68,0.56,0.61,0.56,0.74,0.56,0.71
pidgin.csv,0.49,0.44,0.18,0.57,0.42,0.67,0.69,0.57,0.54,0.63,0.47,0.36,0.4,0.49
quickfast.csv,0.63,0.63,0.68,0.59,0.54,0.48,0.67,0.65,0.69,0.49,0.4,0.26,0.77,0.66
raygina.csv,0.6,0.67,0.0,0.34,0.17,0.48,0.41,0.6,0.47,0.25,0.32,0.51,0.52,0.33
riff-evolve.csv,0.68,0.48,0.11,0.65,0.62,0.72,0.64,0.43,0.24,0.68,0.68,0.61,0.62,0.42
upp-mirror.csv,0.45,0.28,0.15,0.46,0.71,0.06,0.33,0.38,0.25,0.54,0.17,0.36,0.45,0.21
wishmaster.csv,0.49,0.28,0.24,0.51,0.59,0.59,0.2,0.53,0.71,0.36,0.46,0.41,0.53,0.12
