,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.72,0.64,0.09,0.59,0.61,0.73,0.9,0.39,0.36,0.77,0.77,0.64,0.7,0.78
autowikibrowser.csv,0.83,0.72,0.36,0.8,0.81,0.73,0.69,0.65,0.57,0.57,0.68,0.68,0.83,0.59
cities3d.csv,0.41,0.04,0.15,0.64,0.23,0.62,0.01,0.41,0.0,0.26,0.23,0.5,0.0,0.04
kmatplot.csv,0.79,0.16,0.91,0.7,0.28,0.86,0.18,0.24,0.0,0.32,0.73,0.5,0.13,0.33
libarchive.csv,0.86,0.96,0.82,0.9,0.78,1.0,0.94,0.77,0.93,0.77,0.77,0.82,0.91,0.67
lphant.csv,0.62,0.72,0.27,0.58,0.58,0.73,0.56,0.59,0.5,0.31,0.77,0.82,0.57,0.53
mob-sen-plat.csv,0.72,0.84,0.76,0.8,0.67,0.59,0.56,0.76,0.57,0.75,0.68,0.3,0.43,0.55
mscore.csv,0.93,0.96,1.0,0.96,0.97,0.78,0.74,0.66,0.71,0.86,0.77,0.86,0.62,0.86
pidgin.csv,0.55,0.4,0.15,0.57,0.39,0.65,0.71,0.54,0.57,0.66,0.45,0.32,0.36,0.51
quickfast.csv,0.66,0.68,0.88,0.62,0.56,0.76,0.82,0.84,0.86,0.48,0.95,0.82,0.79,0.82
raygina.csv,0.66,0.68,0.0,0.3,0.14,0.46,0.38,0.62,0.43,0.21,0.91,0.48,0.51,1.0
riff-evolve.csv,0.69,0.44,0.09,0.67,0.62,0.73,0.61,0.38,0.21,0.66,0.68,0.59,0.6,0.37
upp-mirror.csv,0.41,0.24,0.12,0.42,0.73,0.05,0.29,0.34,0.21,0.52,0.14,0.32,0.43,0.18
wishmaster.csv,0.45,0.24,0.21,0.51,0.59,0.62,0.17,0.51,0.71,0.33,0.41,0.36,0.49,0.1
