,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.39,0.83,0.42,0.39,0.44,0.59,0.56,0.94,0.96,0.65,0.72,0.5,0.38,0.45
exordium.csv,0.36,0.86,0.56,0.74,0.6,0.49,0.56,0.39,0.49,0.58,0.73,0.48,0.55,0.53
google-caja.csv,0.31,0.67,0.36,0.3,0.44,0.36,0.42,0.33,0.34,0.39,0.37,0.35,0.33,0.36
hydrogen.csv,0.33,0.0,0.44,0.38,0.0,0.41,0.54,0.33,0.35,0.46,0.4,0.38,0.41,0.39
kmess.csv,0.83,0.82,0.7,0.43,0.53,0.86,0.7,0.9,0.95,0.93,0.86,0.74,0.45,0.53
kvs.csv,0.0,0.0,0.72,0.61,0.75,0.79,0.67,0.49,0.8,0.7,0.79,0.95,0.94,0.7
megameknet.csv,0.4,0.8,0.42,0.35,0.49,0.45,0.5,0.35,0.69,0.46,0.46,0.41,0.35,0.43
ns-3-dev-def-routing.csv,0.33,0.56,0.63,0.93,0.6,0.43,0.6,0.48,0.47,0.65,0.58,0.54,0.52,0.99
open-ms.csv,0.89,0.8,0.5,0.36,0.52,0.58,0.53,0.44,0.46,0.52,0.86,0.57,0.42,0.53
openmsx.csv,0.41,0.57,0.96,0.4,0.43,0.48,0.52,0.69,0.38,0.52,0.65,0.53,0.53,0.97
rezilla.csv,0.36,0.56,0.48,0.37,0.52,0.39,0.52,0.91,0.47,0.55,0.46,0.41,0.41,0.41
sauerbraten.csv,0.38,0.37,0.44,0.38,0.43,0.39,0.51,0.53,0.37,0.48,0.41,0.4,0.42,0.39
webdriver.csv,0.33,0.83,0.53,0.38,0.45,0.52,0.51,0.94,0.63,0.58,0.8,0.46,0.4,0.61
yafdotnet.csv,0.38,0.75,0.41,0.34,0.48,0.47,0.48,0.36,0.43,0.51,0.46,0.38,0.35,0.4
