,recall,precision,pf,pci_20,ifa,wins
badtrinity-zero.csv,0.65,0.51,0.42000000000000004,0.53,3.0,7
exordium.csv,0.51,0.5,0.29,0.555,1.0,10
google-caja.csv,0.735,0.445,0.45999999999999996,0.36,2.0,3
hydrogen.csv,1.0,0.4,1.0,0.385,2.0,1
kmess.csv,0.365,0.45999999999999996,0.155,0.78,2.5,11
kvs.csv,0.155,0.26,0.2,0.71,4.5,0
megameknet.csv,0.695,0.46499999999999997,0.475,0.44,1.5,6
ns-3-dev-def-routing.csv,0.5700000000000001,0.42,0.52,0.5700000000000001,2.5,5
open-ms.csv,0.525,0.5549999999999999,0.215,0.525,1.0,13
openmsx.csv,0.6950000000000001,0.44,0.55,0.525,1.5,8
rezilla.csv,0.77,0.46499999999999997,0.655,0.46499999999999997,2.5,4
sauerbraten.csv,0.955,0.395,0.955,0.405,2.0,2
webdriver.csv,0.545,0.51,0.28500000000000003,0.525,0.5,12
yafdotnet.csv,0.56,0.53,0.315,0.42,1.0,9
