,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.62,0.25,0.66,0.48,0.54,0.55,0.74,0.23,0.25,0.58,0.39,0.59,0.57,0.62
exordium.csv,0.59,0.19,0.47,0.4,0.73,0.53,0.72,0.72,0.64,0.54,0.3,0.49,0.44,0.63
google-caja.csv,0.69,0.37,0.62,0.65,0.61,0.62,0.69,0.82,0.33,0.73,0.5,0.62,0.59,0.66
hydrogen.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmess.csv,0.16,0.3,0.4,0.6,0.66,0.45,0.49,0.12,0.1,0.11,0.07,0.42,0.64,0.61
kvs.csv,0.0,0.0,0.33,0.72,0.0,0.23,0.0,0.54,0.26,0.33,0.11,0.13,0.12,0.23
megameknet.csv,0.69,0.19,0.53,0.6,0.75,0.64,0.7,0.27,0.41,0.7,0.38,0.58,0.6,0.64
ns-3-dev-def-routing.csv,0.5,0.48,0.45,0.12,0.65,0.45,0.58,0.45,0.55,0.62,0.49,0.62,0.54,0.3
open-ms.csv,0.25,0.19,0.48,0.73,0.5,0.43,0.66,0.55,0.61,0.58,0.14,0.54,0.57,0.56
openmsx.csv,0.64,0.67,0.24,0.2,0.27,0.65,0.17,0.39,0.39,0.36,0.6,0.59,0.58,0.1
rezilla.csv,0.47,0.78,0.52,0.56,0.54,0.61,0.77,0.16,0.61,0.54,0.57,0.46,0.49,0.43
sauerbraten.csv,0.78,0.35,0.21,0.0,0.21,0.46,0.0,0.44,0.45,0.17,0.17,0.09,0.0,0.13
webdriver.csv,0.78,0.13,0.48,0.42,0.73,0.74,0.8,0.25,0.5,0.67,0.3,0.59,0.58,0.56
yafdotnet.csv,0.53,0.19,0.52,0.65,0.51,0.51,0.65,0.69,0.71,0.65,0.39,0.59,0.55,0.63
