,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.74,0.21,0.67,0.75,0.89,0.53,0.81,0.19,0.21,0.54,0.35,0.63,0.8,0.8
exordium.csv,0.69,0.16,0.43,0.35,0.74,0.51,0.69,0.73,0.62,0.51,0.26,0.46,0.39,0.64
google-caja.csv,0.87,0.32,0.62,0.85,0.58,0.96,0.69,0.86,1.0,0.78,0.49,0.68,0.6,0.83
hydrogen.csv,1.0,0.0,1.0,1.0,0.0,0.96,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.13,0.26,0.35,0.7,0.68,0.4,0.44,0.1,0.08,0.09,0.06,0.38,0.68,0.71
kvs.csv,0.0,0.0,0.29,0.7,0.0,0.2,0.0,0.53,0.22,0.29,0.09,0.11,0.1,0.2
megameknet.csv,0.74,0.16,0.52,0.8,0.89,0.76,0.69,0.91,0.37,0.7,0.35,0.66,0.63,0.76
ns-3-dev-def-routing.csv,0.97,0.53,0.43,0.1,0.63,0.62,0.75,0.55,0.59,0.7,0.48,0.61,0.52,0.26
open-ms.csv,0.21,0.16,0.44,0.8,0.47,0.38,0.62,0.51,0.59,0.55,0.12,0.54,0.55,0.54
openmsx.csv,0.64,0.68,0.2,0.9,0.89,0.73,1.0,0.38,0.91,0.83,0.58,0.71,0.61,0.08
rezilla.csv,0.85,0.79,0.82,0.75,0.58,0.62,0.81,0.13,0.62,0.52,0.82,0.74,0.86,0.88
sauerbraten.csv,0.82,0.95,0.95,1.0,1.0,0.93,1.0,0.4,0.84,0.97,0.97,0.94,0.96,0.98
webdriver.csv,0.87,0.11,0.44,0.4,0.74,0.73,0.94,0.21,0.46,0.67,0.26,0.61,0.56,0.53
yafdotnet.csv,0.51,0.16,0.48,0.75,0.47,0.47,0.62,0.73,0.71,0.67,0.35,0.59,0.53,0.69
