,recall,precision,pf,pci_20,ifa,wins
cleartk.csv,0.68,0.355,0.5549999999999999,0.445,0.0,9
encog-cs.csv,0.795,0.375,0.875,0.44,1.0,2
extprosys.csv,0.7050000000000001,0.375,0.605,0.45999999999999996,1.0,4
intact.csv,0.575,0.38,0.435,0.48,1.0,5
japano.csv,0.85,0.35,0.86,0.425,1.0,1
lockss.csv,0.32,0.515,0.195,0.55,0.5,12
officefloor.csv,0.255,0.36,0.24,0.665,0.5,8
opennms.csv,0.16499999999999998,0.485,0.12,0.7050000000000001,1.0,10
primefaces.csv,0.8200000000000001,0.355,0.8200000000000001,0.4,0.5,6
rohxel.csv,0.225,0.45,0.2,0.855,1.0,11
roolo.csv,0.81,0.38,0.8049999999999999,0.475,1.0,3
sevenupdate.csv,1.0,0.355,1.0,0.37,1.0,0
web-cat.csv,0.29000000000000004,0.345,0.37,0.775,1.0,7
