,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.03,0.82,0.43,0.91,0.34,0.37,0.66,0.78,0.49,0.36,0.1,0.57,0.4,0.32
encog-cs.csv,0.02,0.79,0.39,0.84,0.38,0.46,0.78,0.87,0.64,0.18,0.05,0.47,0.74,0.54
extprosys.csv,0.03,0.8,0.46,0.9,0.42,0.37,0.52,0.76,0.53,0.32,0.09,0.38,0.38,0.34
intact.csv,0.04,0.81,0.36,0.68,0.42,0.54,0.43,0.57,0.53,0.32,0.08,0.24,0.3,0.29
japano.csv,0.0,0.91,0.46,0.86,0.45,0.42,0.85,0.85,0.51,0.28,0.05,0.51,0.72,0.53
lockss.csv,0.08,0.49,0.27,0.13,0.33,0.18,0.45,0.57,0.26,0.36,0.1,0.23,0.18,0.53
officefloor.csv,0.04,0.34,0.28,0.58,0.3,0.27,0.05,0.58,0.37,0.21,0.12,0.08,0.09,0.38
opennms.csv,0.03,0.4,0.04,0.09,0.53,0.11,0.44,0.12,0.38,0.28,0.08,0.19,0.13,0.0
primefaces.csv,0.03,0.71,0.44,0.75,0.4,0.42,0.73,0.88,0.53,0.31,0.05,0.48,0.81,0.56
rohxel.csv,0.05,0.71,0.38,0.25,0.15,0.35,0.83,0.19,0.27,0.23,0.04,0.35,0.68,0.17
roolo.csv,0.02,0.85,0.44,0.81,0.41,0.42,0.6,0.65,0.5,0.26,0.06,0.71,0.68,0.55
sevenupdate.csv,0.02,0.86,0.44,0.94,0.38,0.45,0.88,0.97,0.52,0.29,0.05,0.52,0.74,0.55
web-cat.csv,0.0,0.39,0.0,0.49,0.28,0.45,0.41,0.4,0.41,0.16,0.03,0.29,0.41,0.7
