,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,65.0,0.0,1.0,3.0
encog-cs.csv,73.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,323.0,0.0,2.0,1.0
extprosys.csv,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,6.0,16.0,5.0,0.0,1.0
intact.csv,43.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,54.0,1.0,1.0,4.0
japano.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,322.0,0.0,2.0,1.0
lockss.csv,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,86.0,2.0,0.0,2.0
officefloor.csv,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,20.0,2.0,3.0,0.0,2.0
opennms.csv,43.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,45.0,3.0,1.0,49.0
primefaces.csv,46.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,16.0,22.0,323.0,0.0,0.0,0.0
rohxel.csv,30.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,136.0,2.0,1.0,0.0
roolo.csv,73.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,323.0,0.0,2.0,1.0
sevenupdate.csv,81.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,2.0,1.0
web-cat.csv,104.0,0.0,186.0,1.0,17.0,0.0,0.0,0.0,14.0,6.0,252.0,0.0,1.0,0.0
